station,period,event_date,day_count,sample_count,vtec_mean,vtec_median,vtec_std,vtec_min,vtec_max,vtec_p95
HKCL00HKG,前期,2026-01-19,3,8640,86.24947523945009,69.45667957594559,45.84038983651702,31.358627979892997,225.7783044180198,182.92652993236052
HKCL00HKG,主相,2026-01-19,1,2880,102.87470004704235,81.01787524918514,53.840656354579345,37.259563346846406,230.9601437123864,196.48689653954258
HKCL00HKG,后期,2026-01-19,3,8640,88.76899472411449,66.90360564340018,50.2355819630212,29.56674298235187,233.30210456558504,189.98562268439449
