station,period,event_date,day_count,sample_count,vtec_mean,vtec_median,vtec_std,vtec_min,vtec_max,vtec_p95
HKLM00HKG,前期,2026-01-19,3,8640,25.761028751370176,21.610024747906273,17.42681405796637,5.464037621504892,72.3783146469237,57.07967569554764
HKLM00HKG,主相,2026-01-19,1,2880,31.935036611964648,27.320716253449007,19.42079724296531,7.550710969555801,66.2266606924011,62.39632370232871
HKLM00HKG,后期,2026-01-19,3,8640,26.21744122253062,23.52208639545119,17.90426038687388,5.710645337401322,69.37660932452823,58.05047504269199
