Time,East(m),North(m),Up(m),ZTD(m),Mode,ModeName,Horizontal2D(m)
0.0,0.018686691447932325,-0.008977264192930165,0.020697909047481897,-0.0143436957199131,1,fix,0.02073122547414632
0.0003472222222222,0.01875708930532761,-0.01797937984179181,0.021831456257342327,-0.0135791796366157,5,float,0.025982426728530673
0.0006944444444444,0.018739304549206956,-0.01840523433107341,0.013279687295952554,0.000318007109227,1,fix,0.026266217576378443
0.0010416666666666,0.017856615390263585,-0.01370981552077858,0.015108007529450136,-0.0095758658634027,1,fix,0.022512613238128965
0.0013888888888888,0.017545702130421784,-0.012417183411895709,0.015115876677558348,-0.0078035822841341,1,fix,0.021495071694091778
0.0017361111111111,0.0164269491482461,-0.011503998537889422,0.012132445037141431,-0.0021270852638869,1,fix,0.02005459151114341
0.0020833333333333,0.015779351956113186,-0.011468727541221154,0.010497751704952485,0.0067122356420837,1,fix,0.01950691312252294
0.0024305555555555,0.01619840452535154,-0.011485276259369665,0.006790486080119903,0.043477366486043,1,fix,0.01985698567056364
0.0027777777777777,0.016183410659175196,-0.011485045591180746,0.007315733763237988,0.0485428442465179,1,fix,0.019844622767767738
0.003125,0.01639037922572653,-0.011455874049036406,0.003394536147597683,0.0507750196828329,1,fix,0.019997039315621544
0.0034722222222222,0.016299553858140296,-0.011469059697236297,0.010343362518235862,0.0473076819163974,5,float,0.01993024802437707
0.0038194444444444,0.016234159924328122,-0.011944829291424153,0.006380748578250391,0.0438762491018226,1,fix,0.02015507120428816
0.0041666666666666,0.01628420194318013,-0.011765293528464074,0.008498269954804464,0.0354558156252918,1,fix,0.02008973281895979
0.0045138888888888,0.015737693664532277,-0.011665256315052832,0.005720411808447452,0.0284748246490455,5,float,0.019589619873150662
0.0048611111111111,0.015213535440685919,-0.011598781519714295,0.00840042583195412,0.0220323791317646,1,fix,0.019130692442958574
0.0052083333333333,0.015144809162365942,-0.010866370042502724,0.0052063299141364965,0.0182519615179863,1,fix,0.018639829464485023
0.0055555555555555,0.014828293230292664,-0.011278119096481238,0.008518085977382536,0.0187009369718724,1,fix,0.01862992889084545
0.0059027777777777,0.015019895275657131,-0.010773471501619333,0.006924724506732564,0.0174880738046644,1,fix,0.018484180866024637
0.00625,0.014753285562215513,-0.01088710912417084,0.007753408963734317,0.0164885900651777,1,fix,0.01833544599844467
0.0065972222222222,0.014339470740704087,-0.010806421951274493,0.009197187258834838,0.0166913335613723,1,fix,0.01795547761861254
0.0069444444444444,0.01478818555036437,-0.01094317836613616,0.005317392529445622,0.0167495670948134,1,fix,0.01839683626673554
0.0072916666666666,0.01480362721015156,-0.010841784991318631,0.006436175050592091,0.0147333027990508,1,fix,0.018349160208988354
0.0076388888888888,0.014801254369694934,-0.01095095642913855,0.008788194300972215,0.0132396142782869,1,fix,0.01841196832577398
0.0079861111111111,0.014449705765357838,-0.010808245946117123,0.01203753802952506,0.0116734287565584,1,fix,0.018044727128365582
0.0083333333333333,0.01430792133195993,-0.011309316398935195,0.0076668456578376145,0.0111300275766772,1,fix,0.018237797297173213
0.0086805555555555,0.014263430784336931,-0.011109340268553671,0.009052414224467243,0.0096752725238581,1,fix,0.018079350069681116
0.0090277777777777,0.014039277510089784,-0.011050958023528365,0.00771559458384862,0.0065676885099172,1,fix,0.017866868394967785
0.009375,0.014039223376154509,-0.011288099698559765,0.0121350864788063,0.0036159003989292,1,fix,0.01801446607063857
0.0097222222222222,0.013991377121292118,-0.011596423502209303,0.00483438525223257,0.0025107333906924,1,fix,0.01817238761948492
0.0100694444444444,0.013861909864409763,-0.011306074573405656,0.008231382882026935,0.0024576308979075,1,fix,0.01788798108642869
0.0104166666666666,0.01373696295883204,-0.011373623969311188,0.005035698023313192,0.0028473929346285,1,fix,0.017834334120667737
0.0107638888888888,0.014265493121627382,-0.0112725927204157,0.003090892128656577,0.0028051987448393,1,fix,0.018181739208435677
0.0111111111111111,0.014314222759464323,-0.011494287417260095,0.008793422273186784,0.0025413484745449,1,fix,0.018357985086554302
0.0114583333333333,0.013964100858823611,-0.01144027761970815,0.008499621093442402,0.0027011067426874,1,fix,0.01805203769139078
0.0118055555555555,0.014237413008029009,-0.011239983072679422,0.007587996010085379,0.0018534565253338,1,fix,0.01813949141060227
0.0121527777777777,0.013883094236448611,-0.010857413180153846,0.008096856210951249,-0.0003648147013323,1,fix,0.01762452060462046
0.0125,0.014053081183800501,-0.01082269648584354,0.014666585450201065,-0.0034143369646166,1,fix,0.01773752660274757
0.0128472222222222,0.013404490936420056,-0.010628116209018006,0.007804772351107032,-0.0042963548151398,1,fix,0.01710664290318117
0.0131944444444444,0.013176763693170397,-0.010500096216873579,0.00958400148462282,-0.0071858763616825,1,fix,0.016848712769504275
