Time,East(m),North(m),Up(m),ZTD(m),Mode,ModeName,Horizontal2D(m)
0.0,0.21888047771209038,-0.33026474342733003,1.0140030958181265,-0.0150424920618167,1,fix,0.3962113883706437
0.0003472222222222,0.1808069426127732,-0.2976029607539184,1.0462599180415164,-0.0147489637973198,5,float,0.3482221600451025
0.0006944444444444,0.18738681270068178,-0.22950029792949825,0.9632102540382993,-0.0195721884309783,5,float,0.2962839926891915
0.0010416666666666,0.18615260280434112,-0.20155419550214013,0.8842662121034764,-0.0253360016299103,1,fix,0.27436633404145216
0.0013888888888888,0.18334206879180626,-0.22233439808458677,0.7815446817564135,-0.0232977119765313,1,fix,0.28817858831026105
0.0017361111111111,0.19298284008988745,-0.2068126316320413,0.6794702610903535,-0.0091713879435674,1,fix,0.2828671793823551
0.0020833333333333,0.2063481497820639,-0.18318444599998115,0.6688393496754335,-0.0043183290473226,1,fix,0.2759277082404032
0.0024305555555555,0.20712830669883256,-0.17705235943314965,0.964622317743934,-0.1837502772900599,1,fix,0.27248793260761267
0.0027777777777777,0.20670250246771849,-0.17809626780197932,0.9711285350010364,-0.1839822826294759,1,fix,0.27284465384429196
0.003125,0.2081744234771588,-0.17735645393412813,0.9552387525787388,-0.1821556007946166,1,fix,0.2734810822381248
0.0034722222222222,0.20795579763455202,-0.17769386296669212,0.9884079261257166,-0.1796873133038745,5,float,0.27353376885834096
0.0038194444444444,0.20687983926980463,-0.17958535771990586,0.9561884150021652,-0.1751671570507997,5,float,0.27395285836013233
0.0041666666666666,0.20925792843310392,-0.17527724723086946,0.959457628808223,-0.1731572113067158,1,fix,0.2729670200023171
0.0045138888888888,0.20706411065417632,-0.17707161112655045,0.9368588770398052,-0.1679113539658485,5,float,0.27245164963339324
0.0048611111111111,0.20396867793448728,-0.17679257121573647,0.9424786797815842,-0.1639465342692594,1,fix,0.26992375741200303
0.0052083333333333,0.2047300074638721,-0.16833863596525275,0.9228636062062501,-0.1616993566060226,1,fix,0.26505145220277326
0.0055555555555555,0.2038557875754265,-0.17054506827611723,0.9354728531397227,-0.1590094086688547,1,fix,0.26578713746399185
0.0059027777777777,0.204969312893611,-0.16967614412971613,0.9233528328378549,-0.155080187619384,1,fix,0.26608722839476384
0.00625,0.20440799621503436,-0.1687468077334782,0.9178844987505523,-0.1511723536774542,5,float,0.265062471951208
0.0065972222222222,0.20357677777430339,-0.16521567499731388,0.9157161653624172,-0.146916471777813,5,float,0.26218261520128705
0.0069444444444444,0.20441556135951586,-0.16754197135139712,0.886602632367118,-0.1420795761879935,1,fix,0.2643029206994095
0.0072916666666666,0.20387380646568384,-0.1687866274896531,0.8874699688278723,-0.1370601333998871,5,float,0.2646761314930722
0.0076388888888888,0.20539812995591233,-0.16863052506246387,0.8934207565785955,-0.1328983163830715,1,fix,0.2657529788586162
0.0079861111111111,0.20340810497232825,-0.16751388355738422,0.8995865517218277,-0.1281488055037997,1,fix,0.2635066571320554
0.0083333333333333,0.2046073123245426,-0.16738924692556995,0.8714993906637427,-0.1246943305763648,5,float,0.2643545199972612
0.0086805555555555,0.2045243724682166,-0.1673930173056256,0.8737876407493016,-0.1206387416688312,5,float,0.26429271873473786
0.0090277777777777,0.20362016346141176,-0.1667924942038213,0.8605337239147746,-0.1173088245292057,5,float,0.2632126651412956
