Time,East(m),North(m),Up(m),ZTD(m),Mode,ModeName,Horizontal2D(m)
0.0,0.09810786677418727,0.0035740846370523657,0.326193578153345,-1.1526491799772332e-05,1,fix,0.09817294741411452
0.0003472222222222,0.10741744829105676,-0.02278367002091903,0.2555021489287902,-0.002997030980777,5,float,0.10980712097575447
0.0006944444444444,0.10687183328611458,-0.04351362401178705,0.14552918398252992,0.0014800479268419,5,float,0.11539074583593885
0.0010416666666666,0.10531465755552881,-0.05606790682431846,0.144981815250644,-0.0009033135845845,1,fix,0.11930962774101157
0.0013888888888888,0.11275518384649211,-0.06656679813892273,0.12607348348902947,-0.0043052466708657,1,fix,0.1309384210181424
0.0017361111111111,0.11106990451249049,-0.06676299128910794,0.13378559678742571,-0.0106744544626066,1,fix,0.12959097458651686
0.0020833333333333,0.11236885587970612,-0.06615419689248359,0.12789552537132226,-0.0103015656788854,1,fix,0.1303960794587155
0.0024305555555555,0.11261300392526306,-0.05324765345810834,0.21368707337328094,-0.323072080948991,1,fix,0.12456725593777086
0.0027777777777777,0.11261416705989058,-0.05327312684852254,0.21293361274500944,-0.3173378150838913,1,fix,0.12457919837120368
0.003125,0.11293245056631629,-0.05336207992305436,0.1943126054873253,-0.3074738120008525,1,fix,0.12490496373094191
0.0034722222222222,0.11232739640939171,-0.053317722660856944,0.21090785713961707,-0.2997038994082819,5,float,0.1243391472298756
0.0038194444444444,0.1118514218188736,-0.05427649453988686,0.1935291699728957,-0.2900688154454686,1,fix,0.12432489059895432
0.0041666666666666,0.1121328670929851,-0.0536001951946792,0.19732477016087852,-0.28294350833681,1,fix,0.12428499831999344
0.0045138888888888,0.1100158797367461,-0.053607162611563966,0.1800054609443949,-0.2725130057481811,5,float,0.12238145969677289
0.0048611111111111,0.10889588177608535,-0.05332224900201957,0.1838161739343643,-0.2630043949636237,1,fix,0.12125005280998657
0.0052083333333333,0.10884291655067195,-0.05044937831487012,0.1694479770946387,-0.2574798924009588,1,fix,0.11996632967467757
0.0055555555555555,0.10805514908825943,-0.051262312310191537,0.17760831986821618,-0.2507929052051452,1,fix,0.11959824374911861
0.0059027777777777,0.10814702277043493,-0.05042591668487301,0.16886501790202307,-0.2440038681740591,1,fix,0.1193254021892184
0.00625,0.10758633840257492,-0.050578303698803694,0.16905213880399517,-0.2378057345727507,1,fix,0.11888223170819845
0.0065972222222222,0.1062012450144066,-0.04966514881597381,0.16844931898318732,-0.2311120292276244,1,fix,0.11724048553943663
0.0069444444444444,0.107553699957113,-0.050321886030594336,0.1531506235675463,-0.2249218835699949,1,fix,0.11874380231465058
0.0072916666666666,0.10698159016035909,-0.04952749567913024,0.15373643581455268,-0.2177329653393285,5,float,0.11788992094952522
0.0076388888888888,0.10704480785239233,-0.049744140397670555,0.15558273016416901,-0.2101992804323305,1,fix,0.11803842760753276
0.0079861111111111,0.10627775569350724,-0.049841436186626925,0.16150986842148415,-0.2041333119238651,1,fix,0.11738453951178755
0.0083333333333333,0.10610979389977865,-0.050346192532826246,0.14562449981335185,-0.2014043183063883,1,fix,0.11744797769227834
0.0086805555555555,0.10640310486223553,-0.050611382783440406,0.15173858998935977,-0.1978582021353191,5,float,0.11782670661431481
0.0090277777777777,0.10585722741347596,-0.05062699860053421,0.14307593405922067,-0.1939628537504475,5,float,0.11734072431584382
0.009375,0.1064395628192328,-0.05242563303222464,0.15317291624558158,-0.1886339006881434,5,float,0.11865002120513458
0.0097222222222222,0.10565852531503317,-0.051382131264076494,0.12590176305566061,-0.1839121359256302,1,fix,0.11748977566148594
