station,period,event_date,day_count,sample_count,vtec_mean,vtec_median,vtec_std,vtec_min,vtec_max,vtec_p95
HKSS00HKG,前期,2026-01-19,3,8640,21.13029850402861,15.950541710581525,15.474985094269163,4.15847486101426,64.38966163911331,50.46372913570055
HKSS00HKG,主相,2026-01-19,1,2880,26.699634498346413,21.183506532986843,17.914161547408735,5.209803377891822,58.13402348652533,55.951920799048665
HKSS00HKG,后期,2026-01-19,3,8640,21.8229778878317,18.20297405663687,15.875315411679704,4.052002339860146,61.406808195763894,51.30343183299966
