time,vtec_tecu,vtec_model
2026-01-27 19:10:00,2.867234103275413,4.86255515242837
2026-01-27 19:20:00,3.1625736787023606,3.0757144821726525
2026-01-27 19:30:00,3.0503281490772336,3.2797111070127327
2026-01-27 19:40:00,3.026028058726938,3.4959425721570625
2026-01-27 19:50:00,2.9864367382978956,4.03069898733078
2026-01-27 20:00:00,2.810578084768537,5.3771208699930355
2026-01-27 20:10:00,3.6863993179907624,6.002239404144725
2026-01-27 20:20:00,3.942750907642419,6.29984811382187
2026-01-27 20:30:00,3.7307068968510135,6.245049041949439
2026-01-27 20:40:00,4.288595662737416,6.3285816505961066
2026-01-27 20:50:00,4.179027006696011,6.370511848249873
2026-01-27 21:00:00,4.1064452505819755,6.691346349929308
2026-01-27 21:10:00,4.550148105423885,6.85117967135519
2026-01-27 21:20:00,4.7079532185713715,7.772531211794222
2026-01-27 21:30:00,4.631191121323855,6.699391370057974
2026-01-27 21:40:00,4.333681696401039,6.457462036453806
2026-01-27 21:50:00,3.176145534733858,5.727685416610299
2026-01-27 22:00:00,3.026055625828132,4.47834820193417
2026-01-27 22:10:00,2.879808251794701,4.930995971271113
2026-01-27 22:20:00,2.737378403023598,4.920476752804088
2026-01-27 22:30:00,2.9979776436718564,4.806985297655252
2026-01-27 22:40:00,3.361981341021302,4.724263073820405
2026-01-27 22:50:00,4.506852019955787,4.943435541647579
2026-01-27 23:00:00,6.308848258620605,12.11412801532342
2026-01-27 23:10:00,8.315462905305427,12.568504135336621
2026-01-27 23:20:00,10.014313216842709,10.624387113155763
2026-01-27 23:30:00,10.954632659782105,10.609668042987336
2026-01-27 23:40:00,13.162514207369341,10.823543029678227
2026-01-27 23:50:00,14.679718991605593,11.006834238989974
