latitude_rank,station,lat_deg,lon_deg,mean_vtec_tecu,max_vtec_tecu,min_vtec_tecu,diurnal_amp_tecu,epoch_count,obs_count
1,SALU,-2.593459472610499,-44.21247890522544,19.503593160318417,47.750989026187895,0.0,47.750989026187895,5757,40595
2,HKWS,22.434282365383602,114.33537737589215,10.859587208870597,38.59954770774647,0.0,38.59954770774647,2880,19525
3,COSO,35.98234320031499,-117.80888998046436,7.539978809945228,23.903741483478353,0.0,23.903741483478353,5760,37180
4,NRC1 CACS-GSD 943020 Ottawa ON Canada,45.45416223006912,-75.62382628017181,8.781387667979947,27.533696471897947,0.0,27.533696471897947,2880,18950
5,NOVM,55.03050086969008,82.90949407750726,11.330842672387373,35.76331363034367,0.0,35.76331363034367,2856,18816
6,HOLM,70.7363043601791,-117.76123367107456,6.178259376853032,24.557269191000707,0.0,24.557269191000707,2782,18943
