Observation Time,X,Y,Z
2025-2-24 4:22:0,-178543.41453056317,927214.0370364415,-393827.8288494721
2025-2-24 4:22:0,-178542.89229670446,927213.1476228165,-393827.29239005595
2025-2-24 4:23:0,-178542.84393909853,927212.2341863143,-393827.0081068799
2025-2-24 4:23:0,-178543.00563845318,927213.1532465445,-393827.65925275534
2025-2-24 4:24:0,-178542.91503060143,927214.3953670042,-393827.85860269517
2025-2-24 4:24:0,-178543.01675907057,927213.4114018755,-393827.43318717927
2025-2-24 4:25:0,-178543.02011618298,927212.6643425899,-393827.1248225048
2025-2-24 4:25:0,-178543.30214795005,927213.223543905,-393827.12825553864
2025-2-24 4:26:0,-178542.60950684082,927213.086393513,-393826.97024367005
2025-2-24 4:26:0,-178543.08133811038,927213.4227889406,-393827.28605727106
2025-2-24 4:27:0,-178542.97909134906,927212.8307278382,-393827.0576716587
2025-2-24 4:27:0,-178543.32514097076,927212.8176648694,-393827.2340344563
2025-2-24 4:28:0,-178543.58074780833,927213.2425897198,-393827.83135619015
2025-2-24 4:28:0,-178543.23506259453,927213.0114681649,-393827.6103213057
2025-2-24 4:29:0,-178543.02451973688,927212.8548477667,-393827.06226537377
2025-2-24 4:29:0,-178543.36029426288,927213.6241353529,-393827.8393848315
2025-2-24 4:30:0,-178543.0173518462,927212.6571188944,-393827.1412058547
2025-2-24 4:30:0,-178543.13488696795,927212.8360537665,-393827.44199541956
2025-2-24 4:31:0,-178543.20194636565,927213.0853147733,-393827.44991672784
2025-2-24 4:31:0,-178543.2107629059,927212.6120558607,-393827.0454305634
2025-2-24 4:32:0,-178543.13759969454,927212.9117423373,-393827.29877152294
2025-2-24 4:32:0,-178542.8740120111,927212.6127704757,-393827.06259740144
2025-2-24 4:33:0,-178542.6018136395,927213.0547297525,-393827.0795843974
2025-2-24 4:33:0,-178542.93511421513,927213.0965712892,-393827.0438381657
2025-2-24 4:34:0,-178542.95731764566,927213.4550853597,-393827.4230664
2025-2-24 4:34:0,-178542.82978455257,927213.0915487783,-393827.15559575707
2025-2-24 4:35:0,-178542.54981129896,927213.0571407008,-393827.07832365483
2025-2-24 4:35:0,-178542.71716699284,927212.9774524795,-393826.9611586407
2025-2-24 4:36:0,-178542.88691419642,927212.7575160789,-393826.9971939251
2025-2-24 4:36:0,-178542.8697303338,927212.328394674,-393826.8014142439
2025-2-24 4:37:0,-178542.9509205697,927213.2463160234,-393827.717673026
2025-2-24 4:37:0,-178542.81375672948,927212.5239846187,-393827.02139065415
2025-2-24 4:38:0,-178542.59749371093,927211.9949324953,-393826.5684316829
2025-2-24 4:38:0,-178542.8303939728,927212.5863979089,-393826.99363137037
2025-2-24 4:39:0,-178542.8293209551,927212.9376592266,-393827.0971360281
2025-2-24 4:39:0,-178542.9660693435,927213.0700869339,-393827.46494504064
2025-2-24 4:40:0,-178542.92211982887,927212.322756164,-393826.8340914026
2025-2-24 4:40:0,-178542.92438868713,927212.2169758605,-393826.6404537186
2025-2-24 4:41:0,-178542.9871096937,927213.2138671803,-393827.29758583754
2025-2-24 4:41:0,-178542.76524363738,927212.2530318426,-393826.61854407936
2025-2-24 4:42:0,-147982.01323598903,621254.167894617,-373391.01470088214
2025-2-24 4:42:0,-147982.23178631347,621254.0474548193,-373391.33678109944
2025-2-24 4:43:0,-147982.2248990042,621253.6876219141,-373390.9524297118
2025-2-24 4:43:0,-147981.96429934632,621253.7887048202,-373391.00069208443
2025-2-24 4:44:0,-147981.46759712975,621253.5185007753,-373390.5251315683
2025-2-24 4:44:0,-147981.92166453134,621253.6410578194,-373390.8238166049
2025-2-24 4:45:0,-147982.12295255344,621254.2333511638,-373391.3024973795
2025-2-24 4:45:0,-147982.07087564748,621254.4700625765,-373391.4203833863
2025-2-24 4:46:0,-147981.87292720657,621253.889262438,-373390.99924746156
2025-2-24 4:46:0,-147982.57192168664,621255.0117987248,-373392.2929152101
2025-2-24 4:47:0,-147982.2675826652,621254.2805323678,-373391.40434189886
2025-2-24 4:47:0,-147982.33479432296,621253.6192336606,-373390.92024958134
2025-2-24 4:48:0,-147982.73204519134,621253.8517455461,-373391.3313170299
2025-2-24 4:48:0,-147982.7202035589,621254.5204331952,-373391.79733109474
2025-2-24 4:49:0,-147982.6652148245,621254.3969481515,-373391.9448914379
2025-2-24 4:49:0,-147982.29218315613,621254.1281871127,-373391.63531740755
2025-2-24 4:50:0,-147982.4483614592,621253.5976185726,-373391.0317526087
2025-2-24 4:50:0,-147982.13833687734,621254.472446643,-373391.61872500926
2025-2-24 4:51:0,-147982.50186559837,621253.3851046639,-373390.9997317791
2025-2-24 4:51:0,-147982.33367550652,621254.243724339,-373391.56200888753
2025-2-24 4:52:0,-147982.19099735748,621253.3715702298,-373390.8585777506
2025-2-24 4:52:0,-147982.06126707327,621253.8295499908,-373391.21784450114
2025-2-24 4:53:0,-147981.73523574602,621253.2647175121,-373390.5782593712
2025-2-24 4:53:0,-147981.80483179074,621253.8675260472,-373391.02940428257
2025-2-24 4:54:0,124088.26601730939,682048.2112328487,-235337.01825983822
2025-2-24 4:54:0,124088.51810617466,682047.3489065545,-235336.46257073432
2025-2-24 4:55:0,124088.61406209413,682047.6438040661,-235336.47343491763
2025-2-24 4:55:0,124088.82691835333,682046.7500299516,-235335.4577722922
2025-2-24 4:56:0,124089.06612612959,682046.6868901106,-235335.36631589383
2025-2-24 4:56:0,124088.38841593731,682047.8743883672,-235336.5128492415
2025-2-24 4:57:0,124088.41299203504,682049.0827742892,-235337.46326389164
2025-2-24 4:57:0,124088.92349581514,682048.1291060823,-235336.6030420512
2025-2-24 4:58:0,124088.47670805734,682047.9423800933,-235336.60270475596
2025-2-24 4:58:0,124088.92159294803,682047.3073024976,-235336.18384832144
2025-2-24 4:59:0,124088.89506017324,682046.1608291718,-235335.1235422492
2025-2-24 4:59:0,124088.90676535573,682047.5180941748,-235336.2723735124
2025-2-24 5:0:0,124089.13128083479,682048.018223651,-235336.48080080003
2025-2-24 5:0:0,124088.89571057167,682047.5277306812,-235336.02886848152
2025-2-24 5:1:0,124089.07786716055,682047.6294926184,-235336.28189165145
2025-2-24 5:1:0,124088.74204059225,682046.8534767258,-235335.53547046334
2025-2-24 5:2:0,124089.03695394192,682047.3108825686,-235335.7939112112
2025-2-24 5:2:0,124089.20436953101,682047.2730895805,-235335.83578307927
2025-2-24 5:3:0,124088.62251133565,682048.1659786331,-235336.6732538417
2025-2-24 5:3:0,124088.1070772009,682048.1181243586,-235336.7172101587
2025-2-24 5:4:0,124088.80126331653,682046.6949680152,-235335.5100613758
2025-2-24 5:4:0,124088.6129882643,682047.4130289706,-235335.8569913879
2025-2-24 5:5:0,124089.01458272059,682046.0251171442,-235334.72365839034
2025-2-24 5:5:0,124088.53024168033,682047.9131137582,-235336.37057183683
2025-2-24 5:6:0,124088.32476157416,682048.736712307,-235337.1499171406
2025-2-24 5:6:0,124088.65569390263,682046.8632285448,-235335.64488087595
2025-2-24 5:7:0,124088.83527223114,682047.322229177,-235335.81171870977
2025-2-24 5:7:0,124088.99978556577,682046.23419223,-235334.74293061346
2025-2-24 5:8:0,124089.2177484883,682046.2494894268,-235334.79844002426
2025-2-24 5:8:0,124088.61109913047,682048.0819657745,-235336.4887893051
2025-2-24 5:9:0,124088.70566068683,682048.5620058032,-235336.9438365996
2025-2-24 5:9:0,124089.20036782417,682046.426706672,-235335.03312247992
2025-2-24 5:10:0,124089.23079381045,682045.7581387612,-235334.55651199818
2025-2-24 5:10:0,124089.03708538134,682046.6072296205,-235335.26063117385
2025-2-24 5:11:0,124089.16058439855,682045.2419793385,-235334.28083052486
2025-2-24 5:11:0,124089.253746829,682045.1073873641,-235334.12507897615
2025-2-24 5:12:0,124089.32734679896,682045.8212844061,-235334.75170837343
2025-2-24 5:12:0,124088.86898866389,682046.1710821914,-235335.08077218384
2025-2-24 5:13:0,124088.1766587859,682048.8522523867,-235337.31845191866
2025-2-24 5:13:0,124088.6495899586,682047.0845443758,-235335.73792434484
2025-2-24 5:14:0,124089.04022083711,682046.5474210235,-235335.44745780528
2025-2-24 5:14:0,124088.65712928493,682046.8544209229,-235335.61457467824
2025-2-24 5:15:0,124088.59476365801,682046.808839597,-235335.62384417653
2025-2-24 5:15:0,124087.95162231382,682049.3999087366,-235337.89965926856
2025-2-24 5:16:0,124087.96402521152,682047.9568629118,-235336.74393890798
2025-2-24 5:16:0,-5123995.032456162,13119583.259890534,-6452346.043941222
2025-2-24 5:17:0,124088.99167940859,682046.0530471134,-235334.66145174205
2025-2-24 5:17:0,124089.84128504898,682044.9452437984,-235333.47849695385
2025-2-24 5:18:0,-2511091.053761079,6927212.077204466,-3357035.5376381055
2025-2-24 5:18:0,-1204641.1714127026,3831030.7760469024,-1809383.8609734997
2025-2-24 5:19:0,-551414.192587032,2282934.1847627987,-1035552.5656038672
2025-2-24 5:19:0,-224801.01717710402,1508887.128553413,-648638.7413776442
2025-2-24 5:20:0,-61495.17319902498,1121866.3115242498,-455184.0123165995
2025-2-24 5:20:0,2409755.3957973267,-7589146.964359395,8190570.769643597
2025-2-24 5:21:0,3647458.2039325936,-11952057.892516088,12520879.945504997
2025-2-24 5:21:0,4268384.686202475,-14140911.511340648,14693460.02204347
2025-2-24 5:22:0,4580923.296162913,-15242734.268889032,15787173.793396957
2025-2-24 5:22:0,4739268.431129861,-15801045.739792429,16341457.730896093
2025-2-24 5:23:0,4820516.248940465,-16087597.026578482,16626022.510094509
2025-2-24 5:23:0,4863211.797231078,-16238259.39458865,16775719.090679262
2025-2-24 5:24:0,290817.29371092934,60386.70579277005,415987.3659093827
2025-2-24 5:24:0,291330.37329092436,58938.742085643375,417059.99732495844
2025-2-24 5:25:0,291587.25466287415,58214.489127718174,417596.35989940166
2025-2-24 5:25:0,291715.1957613239,57854.17728474017,417862.89900903404
2025-2-24 5:26:0,291780.0316064004,57671.241535760724,417998.5114396587
2025-2-24 5:26:0,291811.6241192324,57581.740940079355,418064.7788444236
2025-2-24 5:27:0,291827.41099296976,57536.457205035054,418098.2701263279
2025-2-24 5:27:0,291835.4701380301,57513.50051391896,418115.1798413098
2025-2-24 5:28:0,291839.9402249539,57502.283330843115,418123.8093193546
2025-2-24 5:28:0,291840.97862360626,57497.931323454046,418126.79399709404
2025-2-24 5:29:0,291841.7661147537,57495.569955908024,418128.6052851826
2025-2-24 5:29:0,291842.7043801313,57494.20135673162,418129.68481612206
2025-2-24 5:30:0,291843.7693878319,57490.63709893104,418132.3967535719
2025-2-24 5:30:0,291843.8105836492,57491.30498453256,418131.73993401974
2025-2-24 5:31:0,291843.1998505071,57491.14161410954,418131.7318981737
2025-2-24 5:31:0,291844.13315393124,57491.538940228784,418131.6094026193
2025-2-24 5:32:0,291844.7752470942,57488.10512159791,418134.2659241259
2025-2-24 5:32:0,291844.2789642308,57489.50187312093,418133.2394813895
2025-2-24 5:33:0,291843.46536631417,57490.54761507388,418132.4535134211
2025-2-24 5:33:0,291843.86828629393,57490.79074443903,418132.26114170253
2025-2-24 5:34:0,291843.75167130213,57489.6951249617,418132.97718159854
2025-2-24 5:34:0,291843.49876975734,57491.12484377649,418131.78757644445
2025-2-24 5:35:0,291843.45074517187,57491.360068910086,418131.76536300033
2025-2-24 5:35:0,291843.12042998243,57492.670622185135,418130.8775380179
2025-2-24 5:36:0,291843.3795223534,57491.85114126679,418131.43217250705
2025-2-24 5:36:0,291843.8550574742,57490.181617684924,418132.42808941007
2025-2-24 5:37:0,291843.6472452264,57491.2428726184,418131.86661314964
2025-2-24 5:37:0,291843.0431204932,57492.220287017786,418131.03714095056
2025-2-24 5:38:0,291843.24857639614,57491.36253350254,418131.825363338
2025-2-24 5:38:0,291844.194539465,57489.46647548702,418133.2185078263
2025-2-24 5:39:0,291843.75238931365,57490.49688239422,418132.49988954514
2025-2-24 5:39:0,291843.4406125806,57491.800318286085,418131.48385799676
2025-2-24 5:40:0,291843.51759641897,57490.89185817566,418132.1263764724
2025-2-24 5:40:0,291843.92858432326,57491.50601306584,418131.6623993963
2025-2-24 5:41:0,291843.05955117196,57491.37429470595,418131.7854332924
2025-2-24 5:41:0,291843.4864953868,57492.172900609934,418131.31957074255
2025-2-24 5:42:0,291843.5371859316,57489.55957353886,418133.09795538336
2025-2-24 5:42:0,291844.6976658022,57488.41756195601,418134.02004445344
2025-2-24 5:43:0,291843.3921671957,57491.17387913939,418132.0612114966
2025-2-24 5:43:0,291843.6536146179,57491.874595552945,418131.3467627987
2025-2-24 5:44:0,291843.3806083491,57490.898406476044,418131.9774311185
2025-2-24 5:44:0,291843.7257110113,57490.843149736786,418131.99002964795
2025-2-24 5:45:0,291843.57773222495,57490.758338049316,418132.1972100809
2025-2-24 5:45:0,291843.47315951623,57491.5683335292,418131.5637817085
2025-2-24 5:46:0,291843.6686353851,57490.55539580461,418132.4080214277
2025-2-24 5:46:0,291843.4313108614,57491.04362000551,418131.98563081026
2025-2-24 5:47:0,291843.6207943903,57491.68245676931,418131.42077316344
2025-2-24 5:47:0,291843.2972134203,57490.56196849074,418132.0939953476
2025-2-24 5:48:0,291843.4392625345,57490.63733315494,418132.30631724745
2025-2-24 5:48:0,291843.6785457125,57490.043153584265,418132.8712700978
2025-2-24 5:49:0,291843.2461535167,57490.688237533235,418132.1577752605
2025-2-24 5:49:0,291843.44547204394,57489.68896046307,418132.9033877477
2025-2-24 5:50:0,291844.0880826516,57490.94818720248,418131.98818228394
2025-2-24 5:50:0,291843.34411355853,57490.29351748552,418132.45164601505
2025-2-24 5:51:0,291843.5491731623,57490.64346163001,418132.1831968054
2025-2-24 5:51:0,291843.7111998424,57491.17236659702,418131.8924083784
2025-2-24 5:52:0,291843.7161454102,57490.966908440256,418132.07069702446
2025-2-24 5:52:0,291843.5434700027,57490.9420566934,418132.04096245766
2025-2-24 5:53:0,291843.50395801757,57491.092367448175,418131.7748452723
2025-2-24 5:53:0,291843.79633739684,57490.802466847264,418132.2205814421
2025-2-24 5:54:0,291843.4020285057,57490.63978277173,418132.1605396345
2025-2-24 5:54:0,291843.710184006,57490.40728367146,418132.38795152307
2025-2-24 5:55:0,291844.25147752,57492.15124309089,418131.1211470738
2025-2-24 5:55:0,291843.23490227107,57491.02339407828,418131.9526207596
2025-2-24 5:56:0,291843.9092597617,57492.51376589414,418130.94965229183
2025-2-24 5:56:0,291843.9325159369,57490.81373026248,418132.36179827154
2025-2-24 5:57:0,291843.1215723548,57489.630210601055,418133.06611768156
2025-2-24 5:57:0,291843.48209707346,57491.1691709685,418131.6717435792
2025-2-24 5:58:0,291843.5456875125,57490.397758163774,418132.4523489624
2025-2-24 5:58:0,291843.38547296263,57490.84398791965,418132.1331363246
2025-2-24 5:59:0,291843.2680336945,57490.04452574279,418132.5105923936
2025-2-24 5:59:0,291843.582775373,57490.88362117883,418131.9356282577
2025-2-24 6:0:0,291844.0877453182,57490.57730214324,418132.3188753426
2025-2-24 6:0:0,291843.684783346,57492.783481896186,418130.51906362176
2025-2-24 6:1:0,291842.06805908587,57490.00621216025,418132.73967491835
2025-2-24 6:1:0,291842.99316327367,57490.60322146889,418132.2396276966
2025-2-24 6:2:0,291843.38224475365,57491.43147774812,418131.4932827577
2025-2-24 6:2:0,291843.797441436,57491.18242082026,418132.0419144258
2025-2-24 6:3:0,291843.9877451323,57491.14786458787,418131.98296257854
2025-2-24 6:3:0,291843.1865141755,57489.924499564135,418132.5939844698
2025-2-24 6:4:0,291843.8140766341,57490.99564031538,418131.93422192335
2025-2-24 6:4:0,291844.4940235624,57491.9153469133,418131.21538445354
2025-2-24 6:5:0,291843.758734487,57490.915225170815,418132.08064076304
2025-2-24 6:5:0,291844.117275388,57491.611844167375,418131.56831407547
2025-2-24 6:6:0,291844.2912139166,57491.51168571439,418131.77114432305
2025-2-24 6:6:0,291843.7692536507,57490.08548191216,418132.862014316
2025-2-24 6:7:0,291842.9571166681,57490.090795323515,418132.5641117245
2025-2-24 6:7:0,291843.6522671422,57492.03211261358,418131.2000724673
2025-2-24 6:8:0,291843.97862286586,57492.32625374224,418130.9763721302
2025-2-24 6:8:0,291843.4214176368,57491.2834218147,418131.5431682095
2025-2-24 6:9:0,291843.67451888695,57491.29234061416,418131.7664887905
2025-2-24 6:9:0,291844.4427615879,57492.112237595284,418131.2006431222
2025-2-24 6:10:0,291843.6099328948,57492.07050652828,418131.2916966677
2025-2-24 6:10:0,-2914053.6641678056,16891194.22180536,-13761635.844296493
2025-2-24 6:11:0,4512316.064264519,-16764251.109943245,17006713.42230886
2025-2-24 6:11:0,2345818.597145572,-8129136.7927552685,8491287.734553985
2025-2-24 6:12:0,1262570.1843710812,-3811579.4008514206,4233574.57953418
2025-2-24 6:12:0,720945.8073094143,-1652800.0915748847,2104717.760549903
2025-2-24 6:13:0,450133.9859724222,-573410.2211207894,1040289.0884920582
2025-2-24 6:13:0,314727.3948864625,-33716.89600193474,508075.78986812383
2025-2-24 6:14:0,247023.82547570532,236129.84138506677,241969.05072648078
2025-2-24 6:14:0,-1116272.0460862815,12453063.961186253,-7757252.418163016
2025-2-24 6:15:0,-1167720.041094889,12834261.239317436,-8028040.8328308
2025-2-24 6:15:0,-1192944.7115179496,13020328.571296886,-8160485.1328825485
2025-2-24 6:16:0,-510939.87955510523,6800675.254209779,-4116740.961004745
2025-2-24 6:16:0,-169936.85341155808,3690849.887662318,-2094869.7416819222
2025-2-24 6:17:0,564.4499834552407,2135938.202613533,-1083934.8036372848
2025-2-24 6:17:0,85813.85292413924,1358479.9692260178,-578465.9018589519
2025-2-24 6:18:0,128438.82906114217,969750.2835166755,-325730.79323118925
2025-2-24 6:18:0,149751.2077906737,775386.5061350393,-199364.28447188437
2025-2-24 6:19:0,160406.69226545002,678204.6102766658,-136180.8609762229
2025-2-24 6:19:0,165735.1745431004,629614.953171991,-104590.05516957119
2025-2-24 6:20:0,168399.44497385249,605318.2845889779,-88793.36097665504
2025-2-24 6:20:0,628338.4322739663,1039878.4192133027,-382147.1489730701
2025-2-24 6:21:0,624240.720050198,1029164.4732380884,-375068.9586628452
2025-2-24 6:21:0,622191.5176731916,1023806.3613600212,-371529.1234170124
2025-2-24 6:22:0,621166.9546777131,1021128.0508824962,-369759.7409115061
2025-2-24 6:22:0,620654.473506582,1019788.6953010785,-368874.9814950451
2025-2-24 6:23:0,620398.006979418,1019118.7545247453,-368432.2719447389
2025-2-24 6:23:0,620270.5573512735,1018785.0798806029,-368211.8851860091
2025-2-24 6:24:0,620205.9882855387,1018616.1261684524,-368100.2313122079
2025-2-24 6:24:0,620173.920982209,1018532.5097029733,-368045.0467869267
2025-2-24 6:25:0,620158.807541159,1018492.9564557599,-368018.8565474078
2025-2-24 6:25:0,620150.2860421361,1018470.5358734357,-368004.01845201105
2025-2-24 6:26:0,620146.1629836382,1018459.4073405045,-367996.6807971671
2025-2-24 6:26:0,620144.9932349296,1018455.4927662688,-367994.0637720749
2025-2-24 6:27:0,9927202.320508096,12130715.325250115,-7610713.795119666
2025-2-24 6:27:0,5016056.182058052,6266998.622344129,-3788875.7438330147
2025-2-24 6:28:0,2560483.1330383355,3335141.3539928054,-1877957.5661020912
2025-2-24 6:28:0,1332696.723801882,1869212.9993880151,-922498.5751702823
2025-2-24 6:29:0,718803.3530449765,1136247.834150363,-444768.325653024
2025-2-24 6:29:0,411856.86467082705,769765.0314585662,-205903.33033055812
2025-2-24 6:30:0,258383.6574649876,586524.0050695355,-86470.88186459616
2025-2-24 6:30:0,181646.84688541014,494903.5405013899,-26755.01650003344
2025-2-24 6:31:0,143278.8735918803,449092.8595924212,3103.7329769022763
2025-2-24 6:31:0,124094.46557445545,426187.73024595925,18032.62284304574
2025-2-24 6:32:0,114502.4912235355,414735.2314819603,25497.146267618984
2025-2-24 6:32:0,109706.16264394764,409008.99244905286,29229.389348950237
2025-2-24 6:33:0,107308.35755407345,406146.2038049458,31095.456656794995
2025-2-24 6:33:0,106109.49853507709,404714.33030161285,32028.557611107826
2025-2-24 6:34:0,105509.91172867361,403998.7507302577,32494.796741053462
2025-2-24 6:34:0,105210.10917150509,403640.5809019285,32728.22654384002
2025-2-24 6:35:0,105060.41922625061,403462.01217321516,32844.6237790212
2025-2-24 6:35:0,104985.21039323788,403372.1985760706,32903.42418815568
2025-2-24 6:36:0,104947.7370759407,403327.323443644,32932.63310819119
2025-2-24 6:36:0,104928.84593576659,403305.09121156693,32946.9215140976
