doy,date,daily_mean_tecu,daytime_mean_tecu,afternoon_mean_tecu,max_vtec_tecu,min_vtec_tecu,daily_amplitude_tecu,peak_lst_hour,n_30s_epochs,daytime_mean_tecu_delta_vs_0119,daytime_mean_tecu_pct_vs_0119,afternoon_mean_tecu_delta_vs_0119,afternoon_mean_tecu_pct_vs_0119,max_vtec_tecu_delta_vs_0119,max_vtec_tecu_pct_vs_0119,daily_amplitude_tecu_delta_vs_0119,daily_amplitude_tecu_pct_vs_0119,day_state
16,2026-01-16,9.55300398019289,17.986766788625484,21.127446944346925,37.371511546026234,0.1782110608704066,37.19330048515583,12.3,2880,-2.4938744981996734,-12.176740285002403,-5.273932201491284,-19.975972362499263,0.9658406631101215,2.6529950957815096,1.0457039707707025,2.8928727539452286,略减弱
17,2026-01-17,7.997880425406528,12.031087713544675,7.819786576430092,27.51793887376622,0.31610279657273743,27.201836077193484,16.366666666666667,2880,-8.449553573280483,-41.25629395558006,-18.581592569408116,-70.38114360149717,-8.887732009149893,-24.413042785926493,-8.945760437191645,-24.747870674144632,明显减弱
18,2026-01-18,11.430306512175273,21.648799193179787,30.606255387866586,39.66226930255475,0.26754048340303793,39.39472881915171,12.958333333333334,2880,1.1681579063546295,5.703717427569444,4.2048762420283765,15.926729504550197,3.2565984196386353,8.945305334743443,3.2471323047665805,8.982982598785972,明显增强
19,2026-01-19,12.975213239506651,20.480641286825158,26.40137914583821,36.40567088291611,0.258074368530981,36.14759651438513,15.141666666666667,2880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,磁暴主日参考
20,2026-01-20,13.662194068973907,17.645679610938206,12.714112008547605,66.33489799225676,0.0,66.33489799225676,8.633333333333333,2880,-2.8349616758869516,-13.842152871016951,-13.687267137290604,-51.84300055570469,29.929227109340644,82.21034356322045,30.187301477871628,83.51122727027904,略增强
21,2026-01-21,7.804494081830554,12.062254798497223,8.665642075088865,21.858130393477538,0.12503485091535627,21.733095542562182,7.741666666666666,2880,-8.418386488327934,-41.1041156887179,-17.735737070749344,-67.17731286982833,-14.547540489438575,-39.95954513851637,-14.414500971822946,-39.876789501306455,明显减弱
22,2026-01-22,12.327291747006692,21.786661950207098,26.999553579077315,45.12234762460416,0.17740308374377456,44.944944540860384,15.8,2880,1.3060206633819398,6.376854343042863,0.5981744332391052,2.265693886424864,8.716676741688048,23.943183933408775,8.797348026475255,24.33729728883718,明显增强
