date,doy,profile_used,converged,n_used_epochs,median_nsat_stable,X_m,Y_m,Z_m,dE_mm,dN_mm,dU_mm,d3D_mm,std_X_mm,std_Y_mm,std_Z_mm,std_E_mm,std_N_mm,std_U_mm,formal_3d_std_mm,start_idx,n_stable_epochs,center_enu_mm,stable_robust_E_mm,stable_robust_N_mm,stable_robust_U_mm,stable_robust_3d_mm,stable_rms_3d_mm,stable_drift_3d_mm,stable_center_dE_mm,stable_center_dN_mm,stable_center_dU_mm,stable_center_d3D_mm,stable_effective_3d_mm,iono_impact_index,daytime_mean_tecu,max_vtec_tecu,daily_amplitude_tecu,quality,impact_aware_score,quality_rank_worse_first
2026-01-16,16,balanced,True,323,8.0,-2393384.738570511,5393865.707522984,2412593.3305125497,-2088.324581627622,-686.2955807812713,-1069.5757300865455,2444.6049629378267,7.250601411850735,13.402603532527966,6.342634745531322,8.571616045073547,7.576019850064637,11.89795526156274,16.50545418335661,269,54,[  71.28874803  -26.30836617 -148.66653102],108.9182223842987,51.158960702641785,171.36680862568062,209.3967562453646,301.3649643821087,205.38229274600408,71.2887480282765,-26.3083661669126,-148.66653101881786,166.96093306812998,209.3967562453646,0.43973874769257004,17.986766788625484,37.37151154602624,37.19330048515583,优秀,0.20993371212167353,7
2026-01-17,17,robust,True,330,7.0,-2393384.2099857274,5393863.63067785,2412592.8725789003,-1729.1362916838862,-305.6134533346609,-3197.5925768326224,3648.0008477921892,12.006063494644453,16.973959588979604,7.7468604066062765,12.954877998720676,9.467206539728384,15.32376739896485,22.187264611150038,297,33,[ -185.63322641   324.17937781 -1317.7630662 ],214.9234748498988,100.0109872233939,295.0815910514016,378.5068598907813,425.5882632936905,574.5137576234775,-185.63322640786916,324.17937781312236,-1317.763066195745,1369.690279725862,574.5137576234775,0.08132236381727559,12.031087713544675,27.51793887376622,27.201836077193484,一般,0.4036438847388171,3
2026-01-18,18,tight,True,313,7.0,-2393383.5212424793,5393865.9140421245,2412591.933007845,-3284.7921274774167,-1862.538109734011,-1883.5020264747766,4219.773384280695,5.886916670616674,11.253468933188122,5.355991343446346,7.056023145301203,6.378490462230457,9.975489511011263,13.783431872653738,232,81,[-53.87096941  42.81344976   9.42376446],143.0723907811953,79.67940034807147,162.98327625769403,231.04558897188912,345.80768317929284,425.74076316733147,-53.87096941286358,42.813449764256355,9.423764462246462,69.45415871521362,425.74076316733147,0.6039550302550662,21.648799193179787,39.66226930255475,39.39472881915171,良好,0.2543058210841441,6
2026-01-19,19,tight,True,335,7.0,-2393385.760172786,5393865.752879676,2412593.7903341213,-1172.9192192066832,-434.5729866004273,-473.05827498411554,1337.3022496796218,6.003328477125968,11.293823999282061,5.441579008535728,7.147979408872985,6.45124164438259,10.02442352722985,13.899683285498549,271,64,[  23.89746828 -147.61911508   34.74943348],117.09001745175662,74.05304450320907,214.74991931574928,255.56105617477746,349.43033870767295,514.2576786260224,23.897468277902746,-147.61911508105075,34.74943347583336,153.5252919042893,514.2576786260224,0.5145772281088765,20.48064128682516,36.40567088291611,36.14759651438513,一般,0.26301807928769505,5
2026-01-20,20,balanced,True,308,8.0,-2393385.0422428567,5393864.154234432,2412591.844220536,-1180.755289799977,-1567.197514202461,-2834.318185554006,3447.2671320736304,7.684764380764549,13.064257204717492,6.826355292195002,8.798703402603747,7.868543658358922,11.704630946923018,16.62316295035813,278,30,[-1258.74810718   153.29861239  -335.2581214 ],96.29537989116173,125.13568699030085,527.5693807657402,550.6915578329346,708.2312772465591,1613.010670598834,-1258.7481071831153,153.2986123929538,-335.2581214048429,1311.619331157705,1613.010670598834,0.8514342894037612,17.645679610938206,66.33489799225676,66.33489799225676,较差,0.8344772607353351,1
2026-01-21,21,robust,True,322,6.0,-2393383.775386106,5393861.749159671,2412591.4688125267,-1363.2626634999356,-882.0376891111375,-5485.259315587901,5720.537154319453,9.463380969982106,17.90977949118719,8.535573018397416,11.295538508755454,10.161695538820192,15.884663708492768,21.98116893066342,277,45,[-180.65489773   55.32715789 -767.18024824],479.5782700112015,64.93031363998537,476.8510529098259,679.410177549272,773.5741617984256,1383.3880281545162,-180.65489772937346,55.32715789367195,-767.1802482367701,790.103043760011,1383.3880281545162,0.001118179152632211,12.062254798497223,21.858130393477538,21.733095542562182,较差,0.6620720587926932,2
2026-01-22,22,balanced,True,317,7.0,-2393386.543481661,5393865.300989679,2412593.1704924833,-273.6498392448399,-971.4678504160704,-797.1562644326473,1286.1151304743134,6.947343475501364,13.13573393421672,6.55105011078334,8.289161605750644,7.663822517167787,11.674115350219042,16.239745838870707,257,60,[ -24.88773805 -107.44599277    1.8646747 ],140.7359961142343,83.54944007896113,330.3888452475057,368.7057344329675,285.8918442670446,187.13929072597298,-24.887738049361037,-107.4459927679028,1.8646747033049151,110.30647251563698,368.7057344329675,0.6891997710991679,21.786661950207098,45.12234762460416,44.944944540860384,良好,0.332122517576835,4
