#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 04 20 01 00 999 99.0 99.0  1.25 14.29  4.47  74 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 01 30 999 99.0 99.0  1.35 13.33  4.61  71 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 02 00 999 99.0 99.0  1.45 13.33  4.79  74 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 02 30 999 99.0 99.0  1.42 13.33  4.60  71 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 20 03 00 999 99.0 99.0  1.50  4.76  4.74  87 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 20 03 30 999 99.0 99.0  1.42 13.33  4.65  74 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 20 04 00 999 99.0 99.0  1.46  5.00  4.70  88 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 20 04 30 999 99.0 99.0  1.38  5.56  4.71  80 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 20 05 00 999 99.0 99.0  1.42  5.26  4.84  90 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 20 05 30 999 99.0 99.0  1.38  5.56  4.81  91 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 20 06 00 999 99.0 99.0  1.41  5.26  4.77  94 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 06 30 999 99.0 99.0  1.37 12.50  4.69  71 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 07 00 999 99.0 99.0  1.36 12.50  4.89  62 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 07 30 999 99.0 99.0  1.36  5.88  4.75  95 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 08 00 999 99.0 99.0  1.36  5.56  4.72  91 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 08 30 999 99.0 99.0  1.33 11.11  4.87  59 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 09 00 999 99.0 99.0  1.33  5.56  4.91  97 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 09 30 999 99.0 99.0  1.32  5.56  4.84  94 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 10 00 999 99.0 99.0  1.33 11.11  5.14  62 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 10 30 999 99.0 99.0  1.30 12.50  4.94  60 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 11 00 999 99.0 99.0  1.30  5.56  4.84  94 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 11 30 999 99.0 99.0  1.31 13.33  5.00  69 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 20 12 00 999 99.0 99.0  1.27  5.56  5.03  87 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 20 12 30 999 99.0 99.0  1.26 11.11  4.81  52 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 20 13 00 999 99.0 99.0  1.26 11.76  4.90  70 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 20 13 30 999 99.0 99.0  1.35  5.00  4.69  98 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 20 14 00 999 99.0 99.0  1.33  5.26  4.82  91 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 20 14 30 999 99.0 99.0  1.34 11.76  4.71  67 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 15 00 999 99.0 99.0  1.36  4.76  4.77  88 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 15 30 999 99.0 99.0  1.30  5.00  4.65  97 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 16 00 999 99.0 99.0  1.38  5.00  4.75  85 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 20 16 30 999 99.0 99.0  1.40  9.88  4.86  52 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 20 17 00 999 99.0 99.0  1.29  5.56  4.52  88 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 20 17 30 999 99.0 99.0  1.29  5.00  4.64 102 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 20 18 00 999 99.0 99.0  1.29  4.76  4.76  99 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 20 18 30 999 99.0 99.0  1.26  9.09  4.80  54 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 20 19 00 999 99.0 99.0  1.21  5.00  4.80  95 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 20 19 30 999 99.0 99.0  1.26  9.09  4.92  45 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 20 20 00 999 99.0 99.0  1.22  5.00  4.69 111 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 20 20 30 999 99.0 99.0  1.19  4.76  4.80 114 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 20 21 00 999 99.0 99.0  1.18  4.76  4.77 105 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 20 22 00 999 99.0 99.0  1.11 10.53  4.89  66 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 20 22 30 999 99.0 99.0  1.08 12.50  4.87  76 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 20 23 00 999 99.0 99.0  1.05 11.76  4.69  71 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 20 23 30 999 99.0 99.0  1.05 11.11  4.56  67 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 21 00 00 999 99.0 99.0  1.06 10.53  4.76  67 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 21 00 30 999 99.0 99.0  1.10  4.55  4.54 114 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 21 01 00 999 99.0 99.0  1.09  9.09  4.46  56 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 21 01 30 999 99.0 99.0  1.13  4.55  4.55 102 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 21 02 00 999 99.0 99.0  1.14 11.76  4.61  71 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 21 02 30 999 99.0 99.0  1.11  8.33  4.54  50 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 21 03 00 999 99.0 99.0  1.03 11.11  4.57  69 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 21 03 30 999 99.0 99.0  1.02  7.69  4.55  46 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 21 04 00 999 99.0 99.0  1.07 11.11  4.46  66 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 21 04 30 999 99.0 99.0  1.03 11.76  4.59  69 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 21 05 00 999 99.0 99.0  1.04 11.76  4.60  62 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 21 05 30 999 99.0 99.0  1.05 11.76  4.68  63 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 06 00 999 99.0 99.0  1.04  4.55  4.60  95 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 06 30 999 99.0 99.0  1.12  4.76  4.71  99 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 07 00 999 99.0 99.0  1.11 11.11  4.60  69 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 07 30 999 99.0 99.0  1.02 11.11  4.55  74 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 08 00 999 99.0 99.0  1.07  5.00  4.62 111 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 08 30 999 99.0 99.0  1.03  4.55  4.50 101 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 09 00 999 99.0 99.0  1.01 11.11  4.51  59 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 09 30 999 99.0 99.0  0.98  4.55  4.52  98 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 10 00 999 99.0 99.0  0.98 11.11  4.48  59 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 10 30 999 99.0 99.0  0.97 11.11  4.41  66 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 11 00 999 99.0 99.0  0.99 10.53  4.38  64 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 11 30 999 99.0 99.0  0.97  9.88  4.41  60 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 12 00 999 99.0 99.0  0.96 10.53  4.54  63 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 12 30 999 99.0 99.0  0.97  7.69  4.46  54 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 13 00 999 99.0 99.0  1.00 11.11  4.39  54 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 13 30 999 99.0 99.0  0.98  4.17  4.27 109 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 21 14 00 999 99.0 99.0  1.06  4.55  4.29 109 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 14 30 999 99.0 99.0  1.03  4.17  4.14 118 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 15 00 999 99.0 99.0  1.14 10.53  4.38  59 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 15 30 999 99.0 99.0  1.07  4.17  4.20 116 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 16 00 999 99.0 99.0  1.02 10.53  4.29  64 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 16 30 999 99.0 99.0  1.04  7.14  4.31  50 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 21 17 00 999 99.0 99.0  1.00 11.11  4.18  49 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 21 17 30 999 99.0 99.0  1.04 10.53  4.24  52 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 21 18 00 999 99.0 99.0  1.03  4.17  4.30 118 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 21 18 30 999 99.0 99.0  0.99 10.53  4.21  60 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 21 19 00 999 99.0 99.0  0.93 11.11  4.32  62 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 21 19 30 999 99.0 99.0  0.89 11.11  4.45  63 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 21 20 00 999 99.0 99.0  0.95 10.53  4.43  50 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 21 20 30 999 99.0 99.0  0.88 11.11  4.37  52 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 21 21 00 999 99.0 99.0  0.90  9.09  4.31  53 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 21 21 30 999 99.0 99.0  0.91  9.88  4.54  67 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 21 22 00 999 99.0 99.0  0.87 10.53  4.39  53 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 21 22 30 999 99.0 99.0  0.84  9.88  4.57  56 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 21 23 00 999 99.0 99.0  0.82 10.53  4.54  54 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 21 23 30 999 99.0 99.0  0.79  9.88  4.38  54 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 22 00 00 999 99.0 99.0  0.81  9.88  4.66  66 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 22 00 30 999 99.0 99.0  0.80  9.88  4.63  56 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 22 01 00 999 99.0 99.0  0.84  9.88  4.79  60 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 22 01 30 999 99.0 99.0  0.85 10.53  4.40  43 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 22 02 00 999 99.0 99.0  0.91  9.09  4.47  52 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 02 30 999 99.0 99.0  0.97  9.88  4.39  43 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 03 00 999 99.0 99.0  1.10  9.88  4.29  62 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 03 30 999 99.0 99.0  1.18  9.09  4.24  56 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 04 00 999 99.0 99.0  1.13  9.09  4.27  53 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 04 30 999 99.0 99.0  1.08  4.17  4.22  94 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 05 00 999 99.0 99.0  1.24  4.35  4.14 102 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 05 30 999 99.0 99.0  1.33  4.35  4.23 108 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 06 00 999 99.0 99.0  1.32  5.00  4.22  92 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 06 30 999 99.0 99.0  1.37  5.00  4.30  99 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 07 00 999 99.0 99.0  1.38  5.00  4.29  98 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 07 30 999 99.0 99.0  1.38  5.26  4.29  92 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 08 00 999 99.0 99.0  1.40  5.00  4.28  97 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 08 30 999 99.0 99.0  1.39  4.76  4.36 104 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 09 00 999 99.0 99.0  1.37  5.26  4.29  99 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 09 30 999 99.0 99.0  1.30  4.76  4.38 112 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 10 00 999 99.0 99.0  1.31  5.00  4.45 107 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 22 10 30 999 99.0 99.0  1.23  5.00  4.30 112 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 22 11 00 999 99.0 99.0  1.26  9.88  4.49  53 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 22 11 30 999 99.0 99.0  1.27  4.76  4.41 112 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 22 12 00 999 99.0 99.0  1.27  5.00  4.39 102 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 22 12 30 999 99.0 99.0  1.23 10.53  4.41  52 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 22 13 00 999 99.0 99.0  1.26  4.76  4.22 114 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 22 13 30 999 99.0 99.0  1.23  4.55  4.18 108 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 22 14 00 999 99.0 99.0  1.29  4.76  4.31 109 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 22 14 30 999 99.0 99.0  1.23  4.76  4.24 112 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 22 15 00 999 99.0 99.0  1.24  5.00  4.30 108 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 22 15 30 999 99.0 99.0  1.21 11.11  4.36  62 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 16 00 999 99.0 99.0  1.22  5.00  4.18 114 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 16 30 999 99.0 99.0  1.36  4.76  4.31 114 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 17 00 999 99.0 99.0  1.27  4.76  4.15 108 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 17 30 999 99.0 99.0  1.25  9.88  4.25  49 9999.0 999.0  25.9 999.0 99.0 99.00
2017 04 22 18 00 999 99.0 99.0  1.18  4.17  4.06 116 9999.0 999.0  25.9 999.0 99.0 99.00
2017 04 22 18 30 999 99.0 99.0  1.11  4.76  4.07  98 9999.0 999.0  25.9 999.0 99.0 99.00
2017 04 22 19 00 999 99.0 99.0  1.12  4.35  4.25 109 9999.0 999.0  26.0 999.0 99.0 99.00
2017 04 22 19 30 999 99.0 99.0  1.21  4.76  4.23 107 9999.0 999.0  26.0 999.0 99.0 99.00
2017 04 22 20 00 999 99.0 99.0  1.16  4.76  4.14 107 9999.0 999.0  26.0 999.0 99.0 99.00
2017 04 22 20 30 999 99.0 99.0  1.20  4.55  4.30 108 9999.0 999.0  25.9 999.0 99.0 99.00
2017 04 22 21 00 999 99.0 99.0  1.12  4.55  4.17 107 9999.0 999.0  25.9 999.0 99.0 99.00
2017 04 22 21 30 999 99.0 99.0  1.16  4.55  4.08 107 9999.0 999.0  25.9 999.0 99.0 99.00
2017 04 22 22 00 999 99.0 99.0  1.17 10.53  4.14  69 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 22 22 30 999 99.0 99.0  1.20  4.35  4.22 119 9999.0 999.0  25.9 999.0 99.0 99.00
2017 04 22 23 00 999 99.0 99.0  1.19  4.35  4.12 116 9999.0 999.0  25.9 999.0 99.0 99.00
2017 04 22 23 30 999 99.0 99.0  1.09 11.76  4.44  71 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 23 00 00 999 99.0 99.0  1.05  4.35  4.33  99 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 23 00 30 999 99.0 99.0  1.03  9.88  4.49  57 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 23 01 00 999 99.0 99.0  1.03 10.53  4.42  50 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 23 01 30 999 99.0 99.0  1.06 11.11  4.58  66 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 23 02 00 999 99.0 99.0  1.01 11.76  4.27  69 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 23 02 30 999 99.0 99.0  1.07  9.88  4.58  63 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 23 03 00 999 99.0 99.0  1.04 10.53  4.42  62 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 23 03 30 999 99.0 99.0  1.09  9.88  4.22  62 9999.0 999.0  25.6 999.0 99.0 99.00
2017 04 23 04 00 999 99.0 99.0  1.15  9.88  4.22  53 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 23 04 30 999 99.0 99.0  1.13 10.53  4.15  64 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 23 05 00 999 99.0 99.0  1.18  4.00  4.21 119 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 23 05 30 999 99.0 99.0  1.19  4.35  4.28  98 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 06 00 999 99.0 99.0  1.18 11.11  4.57  62 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 06 30 999 99.0 99.0  1.15 11.11  4.55  69 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 07 00 999 99.0 99.0  1.20 11.11  4.63  63 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 08 00 999 99.0 99.0  1.08 11.76  4.57  71 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 08 30 999 99.0 99.0  1.12  4.76  4.63 108 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 23 09 00 999 99.0 99.0  1.15 12.50  4.63  73 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 09 30 999 99.0 99.0  1.19  4.55  4.80 115 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 10 00 999 99.0 99.0  1.26 13.33  4.94  73 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 10 30 999 99.0 99.0  1.14 12.50  4.69  77 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 11 00 999 99.0 99.0  1.12  5.00  4.89 107 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 11 30 999 99.0 99.0  1.09 11.11  4.90  57 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 12 00 999 99.0 99.0  1.02 12.50  4.88  60 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 12 30 999 99.0 99.0  1.01 11.11  5.12  57 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 13 00 999 99.0 99.0  1.16 13.33  5.60  69 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 13 30 999 99.0 99.0  1.09 14.29  5.46  69 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 14 00 999 99.0 99.0  1.05 13.33  5.20  63 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 14 30 999 99.0 99.0  1.08 12.50  5.37  70 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 15 00 999 99.0 99.0  1.06 13.33  5.61  73 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 15 30 999 99.0 99.0  1.01 12.50  5.22  71 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 16 00 999 99.0 99.0  1.04 11.11  5.02  60 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 23 16 30 999 99.0 99.0  1.13 13.33  5.09  73 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 23 17 00 999 99.0 99.0  1.18 14.29  5.06  80 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 23 17 30 999 99.0 99.0  1.31 11.76  4.66  70 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 23 18 00 999 99.0 99.0  1.30 12.50  4.67  67 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 23 18 30 999 99.0 99.0  1.34 13.33  4.71  69 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 23 19 00 999 99.0 99.0  1.52  4.76  4.78 102 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 23 19 30 999 99.0 99.0  1.52 12.50  4.70  74 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 23 20 00 999 99.0 99.0  1.52  5.56  4.90  99 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 23 20 30 999 99.0 99.0  1.52  5.56  4.86  92 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 21 00 999 99.0 99.0  1.56  5.88  5.12  92 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 21 30 999 99.0 99.0  1.46 13.33  5.06  66 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 22 00 999 99.0 99.0  1.47  5.88  5.29  98 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 22 30 999 99.0 99.0  1.49 12.50  5.39  60 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 23 00 999 99.0 99.0  1.41  5.88  5.20  92 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 23 23 30 999 99.0 99.0  1.56 12.50  5.59  63 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 24 00 00 999 99.0 99.0  1.53  5.88  5.37  95 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 24 00 30 999 99.0 99.0  1.65  5.56  5.41  94 9999.0 999.0  25.3 999.0 99.0 99.00
2017 04 24 01 00 999 99.0 99.0  1.52  5.88  5.22  97 9999.0 999.0  25.3 999.0 99.0 99.00
2017 04 24 01 30 999 99.0 99.0  1.60 13.33  5.43  62 9999.0 999.0  25.3 999.0 99.0 99.00
2017 04 24 02 00 999 99.0 99.0  1.50  5.88  5.38  92 9999.0 999.0  25.3 999.0 99.0 99.00
2017 04 24 02 30 999 99.0 99.0  1.61 13.33  5.72  66 9999.0 999.0  25.3 999.0 99.0 99.00
2017 04 24 03 00 999 99.0 99.0  1.49  6.25  5.50  94 9999.0 999.0  25.3 999.0 99.0 99.00
2017 04 24 03 30 999 99.0 99.0  1.46  6.67  5.51  87 9999.0 999.0  25.3 999.0 99.0 99.00
2017 04 24 04 00 999 99.0 99.0  1.44  6.25  5.53  87 9999.0 999.0  25.3 999.0 99.0 99.00
2017 04 24 04 30 999 99.0 99.0  1.30  6.25  5.34  84 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 24 05 00 999 99.0 99.0  1.32  6.25  5.38  83 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 24 05 30 999 99.0 99.0  1.34  6.25  5.64  85 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 24 06 00 999 99.0 99.0  1.42 12.50  5.76  64 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 24 06 30 999 99.0 99.0  1.46  7.14  5.99  77 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 24 07 00 999 99.0 99.0  1.32  7.69  5.86  77 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 24 07 30 999 99.0 99.0  1.45 12.50  6.19  66 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 24 08 00 999 99.0 99.0  1.28 12.50  6.12  67 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 24 08 30 999 99.0 99.0  1.23 11.76  5.94  64 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 24 09 00 999 99.0 99.0  1.25  6.25  6.12  77 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 24 09 30 999 99.0 99.0  1.25 12.50  6.01  63 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 24 10 00 999 99.0 99.0  1.06 12.50  5.72  64 9999.0 999.0  25.3 999.0 99.0 99.00
2017 04 24 10 30 999 99.0 99.0  1.10 12.50  6.41  71 9999.0 999.0  25.3 999.0 99.0 99.00
2017 04 24 11 00 999 99.0 99.0  0.99 10.53  6.13  67 9999.0 999.0  25.3 999.0 99.0 99.00
2017 04 24 11 30 999 99.0 99.0  0.99 12.50  6.04  67 9999.0 999.0  25.3 999.0 99.0 99.00
2017 04 24 12 00 999 99.0 99.0  0.98 11.76  5.96  63 9999.0 999.0  25.3 999.0 99.0 99.00
2017 04 24 12 30 999 99.0 99.0  1.03 11.11  6.08  69 9999.0 999.0  25.3 999.0 99.0 99.00
2017 04 24 13 00 999 99.0 99.0  1.09  7.14  6.54  70 9999.0 999.0  25.3 999.0 99.0 99.00
2017 04 24 13 30 999 99.0 99.0  1.10  7.14  6.34  73 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 24 14 00 999 99.0 99.0  1.10 11.76  5.96  66 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 24 14 30 999 99.0 99.0  1.12  7.14  6.31  73 9999.0 999.0  25.4 999.0 99.0 99.00
2017 04 24 15 00 999 99.0 99.0  1.06 12.50  6.63  63 9999.0 999.0  25.5 999.0 99.0 99.00
2017 04 24 15 30 999 99.0 99.0  1.04  7.14  6.73  78 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 24 16 00 999 99.0 99.0  1.06 12.50  7.01  60 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 24 16 30 999 99.0 99.0  1.00 11.76  6.71  62 9999.0 999.0  25.7 999.0 99.0 99.00
2017 04 24 17 00 999 99.0 99.0  1.02 11.76  6.01  64 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 24 17 30 999 99.0 99.0  1.00  7.14  5.79  71 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 24 18 00 999 99.0 99.0  0.92 11.11  6.09  62 9999.0 999.0  25.9 999.0 99.0 99.00
2017 04 24 18 30 999 99.0 99.0  0.84 11.11  6.28  69 9999.0 999.0  25.9 999.0 99.0 99.00
2017 04 24 19 00 999 99.0 99.0  0.93 11.11  6.58  59 9999.0 999.0  25.9 999.0 99.0 99.00
2017 04 24 19 30 999 99.0 99.0  0.87 11.76  5.57  66 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 24 20 00 999 99.0 99.0  0.92 12.50  5.62  62 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 24 20 30 999 99.0 99.0  0.94 12.50  5.56  57 9999.0 999.0  25.8 999.0 99.0 99.00
2017 04 24 21 00 999 99.0 99.0  0.89 11.76  5.61  63 9999.0 999.0  25.7 999.0 99.0 99.00
