#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 05 23 06 00 999 99.0 99.0  0.67  3.45  3.32 143 9999.0 999.0  26.2 999.0 99.0 99.00
2017 05 23 06 30 999 99.0 99.0  0.63  3.12  3.30 146 9999.0 999.0  26.2 999.0 99.0 99.00
2017 05 23 07 00 999 99.0 99.0  0.62  3.23  3.18 143 9999.0 999.0  26.2 999.0 99.0 99.00
2017 05 23 07 30 999 99.0 99.0  0.65  3.33  3.22 139 9999.0 999.0  26.1 999.0 99.0 99.00
2017 05 23 08 00 999 99.0 99.0  0.60  3.33  3.32 137 9999.0 999.0  26.0 999.0 99.0 99.00
2017 05 23 08 30 999 99.0 99.0  0.57  3.23  3.37 137 9999.0 999.0  26.0 999.0 99.0 99.00
2017 05 23 09 00 999 99.0 99.0  0.56  3.23  3.53 137 9999.0 999.0  25.9 999.0 99.0 99.00
2017 05 23 09 30 999 99.0 99.0  0.55  3.45  3.45 137 9999.0 999.0  25.8 999.0 99.0 99.00
2017 05 23 10 00 999 99.0 99.0  0.58  9.88  3.69  43 9999.0 999.0  25.6 999.0 99.0 99.00
2017 05 23 10 30 999 99.0 99.0  0.56  9.09  3.71  42 9999.0 999.0  25.5 999.0 99.0 99.00
2017 05 23 11 00 999 99.0 99.0  0.53  3.23  3.58 133 9999.0 999.0  25.4 999.0 99.0 99.00
2017 05 23 11 30 999 99.0 99.0  0.54  3.33  3.69 133 9999.0 999.0  25.3 999.0 99.0 99.00
2017 05 23 12 00 999 99.0 99.0  0.56  9.88  3.63  36 9999.0 999.0  25.3 999.0 99.0 99.00
2017 05 23 12 30 999 99.0 99.0  0.57  9.88  3.80  35 9999.0 999.0  25.3 999.0 99.0 99.00
2017 05 23 13 00 999 99.0 99.0  0.54  9.88  3.91  47 9999.0 999.0  25.2 999.0 99.0 99.00
2017 05 23 14 00 999 99.0 99.0  0.53 10.53  4.22  38 9999.0 999.0  25.2 999.0 99.0 99.00
2017 05 23 14 30 999 99.0 99.0  0.55  9.88  4.21  32 9999.0 999.0  25.2 999.0 99.0 99.00
2017 05 23 15 00 999 99.0 99.0  0.57 11.11  3.74  40 9999.0 999.0  25.2 999.0 99.0 99.00
2017 05 23 15 30 999 99.0 99.0  0.54  9.09  3.76  47 9999.0 999.0  25.1 999.0 99.0 99.00
2017 05 23 16 00 999 99.0 99.0  0.56 10.53  3.97  46 9999.0 999.0  25.3 999.0 99.0 99.00
2017 05 23 16 30 999 99.0 99.0  0.56  9.88  3.78  46 9999.0 999.0  25.4 999.0 99.0 99.00
2017 05 23 17 00 999 99.0 99.0  0.53  9.09  3.79  43 9999.0 999.0  25.5 999.0 99.0 99.00
2017 05 23 18 00 999 99.0 99.0  0.60  9.88  3.69  45 9999.0 999.0  25.5 999.0 99.0 99.00
2017 05 23 18 30 999 99.0 99.0  0.62  8.33  3.33  63 9999.0 999.0  25.6 999.0 99.0 99.00
2017 05 23 19 00 999 99.0 99.0  0.67 10.53  3.27  45 9999.0 999.0  25.7 999.0 99.0 99.00
2017 05 23 19 30 999 99.0 99.0  0.71  3.03  3.24 126 9999.0 999.0  25.7 999.0 99.0 99.00
2017 05 23 20 00 999 99.0 99.0  0.79  3.45  3.24 130 9999.0 999.0  25.8 999.0 99.0 99.00
2017 05 23 20 30 999 99.0 99.0  0.89  3.70  3.30 133 9999.0 999.0  25.8 999.0 99.0 99.00
2017 05 23 21 00 999 99.0 99.0  1.03  3.85  3.46 137 9999.0 999.0  25.8 999.0 99.0 99.00
2017 05 23 21 30 999 99.0 99.0  1.19  4.17  3.66 137 9999.0 999.0  25.8 999.0 99.0 99.00
2017 05 23 22 00 999 99.0 99.0  1.22  4.17  3.71 147 9999.0 999.0  25.8 999.0 99.0 99.00
2017 05 23 22 30 999 99.0 99.0  1.22  4.55  3.77 132 9999.0 999.0  25.7 999.0 99.0 99.00
2017 05 23 23 00 999 99.0 99.0  1.40  4.55  3.92 143 9999.0 999.0  25.5 999.0 99.0 99.00
2017 05 23 23 30 999 99.0 99.0  1.37  4.76  3.91 142 9999.0 999.0  25.3 999.0 99.0 99.00
2017 05 24 00 00 999 99.0 99.0  1.37  4.76  3.97 140 9999.0 999.0  25.2 999.0 99.0 99.00
2017 05 24 00 30 999 99.0 99.0  1.24  5.00  3.90 136 9999.0 999.0  25.1 999.0 99.0 99.00
2017 05 24 01 00 999 99.0 99.0  1.24  5.00  4.02 135 9999.0 999.0  25.1 999.0 99.0 99.00
2017 05 24 02 00 999 99.0 99.0  1.09  4.76  4.02 132 9999.0 999.0  24.8 999.0 99.0 99.00
2017 05 24 02 30 999 99.0 99.0  0.92  4.76  4.01 129 9999.0 999.0  24.5 999.0 99.0 99.00
2017 05 24 03 00 999 99.0 99.0  0.94  5.00  4.04 126 9999.0 999.0  24.2 999.0 99.0 99.00
2017 05 24 03 30 999 99.0 99.0  0.89  5.00  4.01 126 9999.0 999.0  23.9 999.0 99.0 99.00
2017 05 24 04 00 999 99.0 99.0  0.78  4.35  3.88 133 9999.0 999.0  23.6 999.0 99.0 99.00
2017 05 24 04 30 999 99.0 99.0  0.73  4.35  3.81 133 9999.0 999.0  23.3 999.0 99.0 99.00
2017 05 24 05 00 999 99.0 99.0  0.72  4.17  3.77 135 9999.0 999.0  23.3 999.0 99.0 99.00
2017 05 24 06 00 999 99.0 99.0  0.64  4.17  3.70 126 9999.0 999.0  23.3 999.0 99.0 99.00
2017 05 24 06 30 999 99.0 99.0  0.65  3.85  3.66 132 9999.0 999.0  23.3 999.0 99.0 99.00
2017 05 24 07 30 999 99.0 99.0  0.66  4.00  3.47 123 9999.0 999.0  23.1 999.0 99.0 99.00
2017 05 24 08 00 999 99.0 99.0  0.60  3.70  3.36 128 9999.0 999.0  23.1 999.0 99.0 99.00
2017 05 24 08 30 999 99.0 99.0  0.59  3.45  3.34 126 9999.0 999.0  23.0 999.0 99.0 99.00
2017 05 24 09 00 999 99.0 99.0  0.60  3.33  3.11 132 9999.0 999.0  22.9 999.0 99.0 99.00
2017 05 24 10 00 999 99.0 99.0  0.57  3.45  3.27 129 9999.0 999.0  22.8 999.0 99.0 99.00
2017 05 24 10 30 999 99.0 99.0  0.59  3.45  3.26 129 9999.0 999.0  22.7 999.0 99.0 99.00
2017 05 24 11 00 999 99.0 99.0  0.57  3.23  3.27 123 9999.0 999.0  22.7 999.0 99.0 99.00
2017 05 24 11 30 999 99.0 99.0  0.53 14.29  3.46  70 9999.0 999.0  22.7 999.0 99.0 99.00
2017 05 24 12 00 999 99.0 99.0  0.52  3.33  3.44 130 9999.0 999.0  22.8 999.0 99.0 99.00
2017 05 24 12 30 999 99.0 99.0  0.53 15.38  3.65  76 9999.0 999.0  22.7 999.0 99.0 99.00
2017 05 24 13 00 999 99.0 99.0  0.52 14.29  3.72  71 9999.0 999.0  22.8 999.0 99.0 99.00
2017 05 24 14 00 999 99.0 99.0  0.55 14.29  3.61  80 9999.0 999.0  22.8 999.0 99.0 99.00
2017 05 24 14 30 999 99.0 99.0  0.56 14.29  3.62  84 9999.0 999.0  22.9 999.0 99.0 99.00
2017 05 24 15 00 999 99.0 99.0  0.56 14.29  3.38  83 9999.0 999.0  23.0 999.0 99.0 99.00
2017 05 24 15 30 999 99.0 99.0  0.59 14.29  3.49  73 9999.0 999.0  23.0 999.0 99.0 99.00
2017 05 24 16 00 999 99.0 99.0  0.60 13.33  3.40  74 9999.0 999.0  23.0 999.0 99.0 99.00
2017 05 24 16 30 999 99.0 99.0  0.66  3.85  3.29 123 9999.0 999.0  23.0 999.0 99.0 99.00
2017 05 24 17 00 999 99.0 99.0  0.83  4.00  3.42 125 9999.0 999.0  22.8 999.0 99.0 99.00
2017 05 24 17 30 999 99.0 99.0  0.86  4.55  3.48 123 9999.0 999.0  22.8 999.0 99.0 99.00
2017 05 24 18 00 999 99.0 99.0  0.91  4.35  3.50 126 9999.0 999.0  22.9 999.0 99.0 99.00
2017 05 24 18 30 999 99.0 99.0  0.91  4.35  3.54 125 9999.0 999.0  22.9 999.0 99.0 99.00
2017 05 24 19 00 999 99.0 99.0  0.92  4.55  3.46 125 9999.0 999.0  22.8 999.0 99.0 99.00
2017 05 24 19 30 999 99.0 99.0  0.99  4.00  3.50 130 9999.0 999.0  22.6 999.0 99.0 99.00
2017 05 24 20 00 999 99.0 99.0  1.07  4.55  3.57 130 9999.0 999.0  22.4 999.0 99.0 99.00
2017 05 24 21 00 999 99.0 99.0  1.27  4.76  3.71 128 9999.0 999.0  22.2 999.0 99.0 99.00
2017 05 24 22 00 999 99.0 99.0  1.42  5.00  3.96 132 9999.0 999.0  22.0 999.0 99.0 99.00
2017 05 24 22 30 999 99.0 99.0  1.48  5.56  3.99 132 9999.0 999.0  21.6 999.0 99.0 99.00
2017 05 24 23 30 999 99.0 99.0  1.21  5.26  3.96 139 9999.0 999.0  21.6 999.0 99.0 99.00
2017 05 25 00 00 999 99.0 99.0  1.13  5.00  4.00 142 9999.0 999.0  21.3 999.0 99.0 99.00
2017 05 25 00 30 999 99.0 99.0  1.04  4.76  3.95 140 9999.0 999.0  21.3 999.0 99.0 99.00
2017 05 25 01 00 999 99.0 99.0  0.99  5.26  4.10 133 9999.0 999.0  21.3 999.0 99.0 99.00
2017 05 25 02 00 999 99.0 99.0  1.00  4.76  3.77 137 9999.0 999.0  20.9 999.0 99.0 99.00
2017 05 25 02 30 999 99.0 99.0  0.97  5.26  3.73 133 9999.0 999.0  20.6 999.0 99.0 99.00
2017 05 25 03 00 999 99.0 99.0  1.00  5.00  3.87 137 9999.0 999.0  20.4 999.0 99.0 99.00
2017 05 25 03 30 999 99.0 99.0  0.95  4.17  3.72 136 9999.0 999.0  20.4 999.0 99.0 99.00
2017 05 25 04 00 999 99.0 99.0  0.92  4.55  3.80 135 9999.0 999.0  20.3 999.0 99.0 99.00
2017 05 25 04 30 999 99.0 99.0  0.90  4.35  3.70 136 9999.0 999.0  20.1 999.0 99.0 99.00
2017 05 25 05 00 999 99.0 99.0  0.88  4.55  3.71 132 9999.0 999.0  20.1 999.0 99.0 99.00
2017 05 25 06 00 999 99.0 99.0  0.78  4.00  3.51 135 9999.0 999.0  20.0 999.0 99.0 99.00
2017 05 25 06 30 999 99.0 99.0  0.74  4.17  3.57 136 9999.0 999.0  19.9 999.0 99.0 99.00
2017 05 25 07 00 999 99.0 99.0  0.68  4.00  3.42 137 9999.0 999.0  20.0 999.0 99.0 99.00
2017 05 25 07 30 999 99.0 99.0  0.68  4.00  3.36 135 9999.0 999.0  20.1 999.0 99.0 99.00
2017 05 25 08 00 999 99.0 99.0  0.67  3.85  3.40 130 9999.0 999.0  20.1 999.0 99.0 99.00
2017 05 25 08 30 999 99.0 99.0  0.68 12.50  3.59  70 9999.0 999.0  20.3 999.0 99.0 99.00
2017 05 25 09 00 999 99.0 99.0  0.63  4.17  3.61 136 9999.0 999.0  20.3 999.0 99.0 99.00
2017 05 25 10 00 999 99.0 99.0  0.61  4.00  3.69 135 9999.0 999.0  20.4 999.0 99.0 99.00
2017 05 25 10 30 999 99.0 99.0  0.58  3.85  3.71 132 9999.0 999.0  20.3 999.0 99.0 99.00
2017 05 25 11 00 999 99.0 99.0  0.59  3.85  3.80 133 9999.0 999.0  20.3 999.0 99.0 99.00
2017 05 25 11 30 999 99.0 99.0  0.61 12.50  3.95  66 9999.0 999.0  20.2 999.0 99.0 99.00
2017 05 25 12 00 999 99.0 99.0  0.56 10.53  3.89  76 9999.0 999.0  20.2 999.0 99.0 99.00
2017 05 25 12 30 999 99.0 99.0  0.55 11.11  3.85  70 9999.0 999.0  20.2 999.0 99.0 99.00
2017 05 25 13 00 999 99.0 99.0  0.52 10.53  3.69  71 9999.0 999.0  20.3 999.0 99.0 99.00
2017 05 25 13 30 999 99.0 99.0  0.50 11.11  3.52  81 9999.0 999.0  20.4 999.0 99.0 99.00
2017 05 25 14 00 999 99.0 99.0  0.53 11.11  3.63  77 9999.0 999.0  20.8 999.0 99.0 99.00
2017 05 25 14 30 999 99.0 99.0  0.52 11.76  3.76  74 9999.0 999.0  20.9 999.0 99.0 99.00
2017 05 25 15 00 999 99.0 99.0  0.48 10.53  3.44  67 9999.0 999.0  20.8 999.0 99.0 99.00
2017 05 25 15 30 999 99.0 99.0  0.61  9.88  3.08  76 9999.0 999.0  20.8 999.0 99.0 99.00
2017 05 25 16 00 999 99.0 99.0  0.67 11.76  2.96  78 9999.0 999.0  20.7 999.0 99.0 99.00
2017 05 25 16 30 999 99.0 99.0  0.49 11.11  3.23  74 9999.0 999.0  20.6 999.0 99.0 99.00
2017 05 25 17 00 999 99.0 99.0  0.44 11.76  3.41  83 9999.0 999.0  20.7 999.0 99.0 99.00
2017 05 25 18 00 999 99.0 99.0  0.38 11.11  3.84  67 9999.0 999.0  21.1 999.0 99.0 99.00
2017 05 25 18 30 999 99.0 99.0  0.41 10.53  4.51  71 9999.0 999.0  21.2 999.0 99.0 99.00
2017 05 25 19 00 999 99.0 99.0  0.39 11.11  4.16  62 9999.0 999.0  21.0 999.0 99.0 99.00
2017 05 25 19 30 999 99.0 99.0  0.36 10.53  4.49  66 9999.0 999.0  21.0 999.0 99.0 99.00
2017 05 25 20 00 999 99.0 99.0  0.43 11.11  4.38  62 9999.0 999.0  21.1 999.0 99.0 99.00
2017 05 25 20 30 999 99.0 99.0  0.45 11.76  4.23  57 9999.0 999.0  21.1 999.0 99.0 99.00
2017 05 25 21 00 999 99.0 99.0  0.46 11.11  4.01  52 9999.0 999.0  21.3 999.0 99.0 99.00
2017 05 25 21 30 999 99.0 99.0  0.45 11.11  4.15  63 9999.0 999.0  21.6 999.0 99.0 99.00
2017 05 25 22 00 999 99.0 99.0  0.42 11.11  4.22  64 9999.0 999.0  21.6 999.0 99.0 99.00
2017 05 25 22 30 999 99.0 99.0  0.42 10.53  4.10  62 9999.0 999.0  21.7 999.0 99.0 99.00
2017 05 25 23 00 999 99.0 99.0  0.49 10.53  3.84  60 9999.0 999.0  21.5 999.0 99.0 99.00
2017 05 25 23 30 999 99.0 99.0  0.45  9.88  3.70  54 9999.0 999.0  21.5 999.0 99.0 99.00
2017 05 26 00 00 999 99.0 99.0  0.45 10.53  3.90  67 9999.0 999.0  21.5 999.0 99.0 99.00
2017 05 26 00 30 999 99.0 99.0  0.43 11.11  3.96  62 9999.0 999.0  21.5 999.0 99.0 99.00
2017 05 26 01 00 999 99.0 99.0  0.39  9.88  4.15  62 9999.0 999.0  21.4 999.0 99.0 99.00
2017 05 26 02 00 999 99.0 99.0  0.38  9.88  4.58  53 9999.0 999.0  21.4 999.0 99.0 99.00
2017 05 26 02 30 999 99.0 99.0  0.36  9.88  4.66  66 9999.0 999.0  21.2 999.0 99.0 99.00
2017 05 26 03 00 999 99.0 99.0  0.33 11.11  4.21  56 9999.0 999.0  21.2 999.0 99.0 99.00
2017 05 26 03 30 999 99.0 99.0  0.39 10.53  4.89  59 9999.0 999.0  21.1 999.0 99.0 99.00
2017 05 26 04 00 999 99.0 99.0  0.32 10.53  4.70  57 9999.0 999.0  21.1 999.0 99.0 99.00
2017 05 26 04 30 999 99.0 99.0  0.32  9.88  5.25  57 9999.0 999.0  21.0 999.0 99.0 99.00
2017 05 26 05 00 999 99.0 99.0  0.31 11.11  5.62  60 9999.0 999.0  20.9 999.0 99.0 99.00
2017 05 26 05 30 999 99.0 99.0  0.31 11.11  5.94  59 9999.0 999.0  20.9 999.0 99.0 99.00
2017 05 26 06 00 999 99.0 99.0  0.31 10.53  5.83  49 9999.0 999.0  20.9 999.0 99.0 99.00
2017 05 26 06 30 999 99.0 99.0  0.32 11.11  6.33  62 9999.0 999.0  20.9 999.0 99.0 99.00
2017 05 26 07 00 999 99.0 99.0  0.30 10.53  5.74  54 9999.0 999.0  20.9 999.0 99.0 99.00
2017 05 26 07 30 999 99.0 99.0  0.32  9.88  4.72  69 9999.0 999.0  20.9 999.0 99.0 99.00
2017 05 26 08 00 999 99.0 99.0  0.33 10.53  4.36  69 9999.0 999.0  20.9 999.0 99.0 99.00
2017 05 26 08 30 999 99.0 99.0  0.32 11.11  4.24  66 9999.0 999.0  20.9 999.0 99.0 99.00
2017 05 26 09 00 999 99.0 99.0  0.31 10.53  4.21  67 9999.0 999.0  20.9 999.0 99.0 99.00
2017 05 26 10 00 999 99.0 99.0  0.36 10.53  3.86  64 9999.0 999.0  20.8 999.0 99.0 99.00
2017 05 26 10 30 999 99.0 99.0  0.37 10.53  3.71  59 9999.0 999.0  20.8 999.0 99.0 99.00
2017 05 26 11 00 999 99.0 99.0  0.40  7.69  3.75  47 9999.0 999.0  20.7 999.0 99.0 99.00
2017 05 26 11 30 999 99.0 99.0  0.43  9.88  3.57  54 9999.0 999.0  20.7 999.0 99.0 99.00
2017 05 26 12 00 999 99.0 99.0  0.50  3.45  3.43 344 9999.0 999.0  20.7 999.0 99.0 99.00
2017 05 26 12 30 999 99.0 99.0  0.52  3.85  3.58 353 9999.0 999.0  20.8 999.0 99.0 99.00
2017 05 26 13 00 999 99.0 99.0  0.57  4.00  3.70 353 9999.0 999.0  20.8 999.0 99.0 99.00
2017 05 26 13 30 999 99.0 99.0  0.61  3.85  3.78 354 9999.0 999.0  20.9 999.0 99.0 99.00
2017 05 26 14 00 999 99.0 99.0  0.63  4.17  3.76 358 9999.0 999.0  21.0 999.0 99.0 99.00
2017 05 26 14 30 999 99.0 99.0  0.65  4.35  3.77 357 9999.0 999.0  21.1 999.0 99.0 99.00
2017 05 26 15 00 999 99.0 99.0  0.62  4.55  3.80   5 9999.0 999.0  21.2 999.0 99.0 99.00
2017 05 26 15 30 999 99.0 99.0  0.64  4.55  3.97   0 9999.0 999.0  21.3 999.0 99.0 99.00
2017 05 26 16 00 999 99.0 99.0  0.56  4.76  3.90   1 9999.0 999.0  21.5 999.0 99.0 99.00
2017 05 26 16 30 999 99.0 99.0  0.54  4.17  3.86   1 9999.0 999.0  21.6 999.0 99.0 99.00
2017 05 26 17 00 999 99.0 99.0  0.59  4.17  3.99   1 9999.0 999.0  21.6 999.0 99.0 99.00
2017 05 26 18 00 999 99.0 99.0  0.55  4.76  4.00   9 9999.0 999.0  21.9 999.0 99.0 99.00
2017 05 26 18 30 999 99.0 99.0  0.55  7.69  4.17  66 9999.0 999.0  21.9 999.0 99.0 99.00
2017 05 26 19 00 999 99.0 99.0  0.54  7.14  4.16  54 9999.0 999.0  22.1 999.0 99.0 99.00
2017 05 26 19 30 999 99.0 99.0  0.51  7.14  4.15  50 9999.0 999.0  22.0 999.0 99.0 99.00
2017 05 26 20 00 999 99.0 99.0  0.49  8.33  4.27  62 9999.0 999.0  22.1 999.0 99.0 99.00
2017 05 26 20 30 999 99.0 99.0  0.49  6.67  4.14  50 9999.0 999.0  22.4 999.0 99.0 99.00
2017 05 26 21 00 999 99.0 99.0  0.50  7.14  4.43  62 9999.0 999.0  22.5 999.0 99.0 99.00
2017 05 26 21 30 999 99.0 99.0  0.48  7.69  4.31  66 9999.0 999.0  23.1 999.0 99.0 99.00
2017 05 26 22 00 999 99.0 99.0  0.44  7.14  4.50  56 9999.0 999.0  22.8 999.0 99.0 99.00
2017 05 26 22 30 999 99.0 99.0  0.44  7.69  4.41  56 9999.0 999.0  23.3 999.0 99.0 99.00
2017 05 26 23 00 999 99.0 99.0  0.45  7.69  4.69  63 9999.0 999.0  23.4 999.0 99.0 99.00
2017 05 26 23 30 999 99.0 99.0  0.45  7.14  4.66  50 9999.0 999.0  23.3 999.0 99.0 99.00
2017 05 27 00 00 999 99.0 99.0  0.44  6.25  4.60  43 9999.0 999.0  23.1 999.0 99.0 99.00
2017 05 27 00 30 999 99.0 99.0  0.45  7.14  4.68  50 9999.0 999.0  22.8 999.0 99.0 99.00
2017 05 27 01 00 999 99.0 99.0  0.45  6.67  4.60  50 9999.0 999.0  22.7 999.0 99.0 99.00
2017 05 27 02 00 999 99.0 99.0  0.43  6.67  4.26  57 9999.0 999.0  22.3 999.0 99.0 99.00
2017 05 27 02 30 999 99.0 99.0  0.45  5.88  4.29  31 9999.0 999.0  22.3 999.0 99.0 99.00
2017 05 27 03 00 999 99.0 99.0  0.45  6.67  4.26  46 9999.0 999.0  22.3 999.0 99.0 99.00
2017 05 27 03 30 999 99.0 99.0  0.45  7.69  4.19  54 9999.0 999.0  22.2 999.0 99.0 99.00
2017 05 27 04 00 999 99.0 99.0  0.46  6.67  4.37  50 9999.0 999.0  22.2 999.0 99.0 99.00
2017 05 27 04 30 999 99.0 99.0  0.44  5.88  4.29  40 9999.0 999.0  22.1 999.0 99.0 99.00
2017 05 27 05 00 999 99.0 99.0  0.47  6.67  4.42  47 9999.0 999.0  22.1 999.0 99.0 99.00
2017 05 27 06 00 999 99.0 99.0  0.47  6.25  4.29  45 9999.0 999.0  22.1 999.0 99.0 99.00
2017 05 27 06 30 999 99.0 99.0  0.49  5.88  4.43  35 9999.0 999.0  22.1 999.0 99.0 99.00
2017 05 27 07 00 999 99.0 99.0  0.48  6.25  4.41  32 9999.0 999.0  21.9 999.0 99.0 99.00
2017 05 27 07 30 999 99.0 99.0  0.47  5.56  4.25  36 9999.0 999.0  22.0 999.0 99.0 99.00
2017 05 27 08 00 999 99.0 99.0  0.49  5.88  4.30  36 9999.0 999.0  22.0 999.0 99.0 99.00
2017 05 27 08 30 999 99.0 99.0  0.47  5.88  4.37  36 9999.0 999.0  22.0 999.0 99.0 99.00
2017 05 27 09 00 999 99.0 99.0  0.44  5.56  4.30  29 9999.0 999.0  21.9 999.0 99.0 99.00
2017 05 27 10 00 999 99.0 99.0  0.43  7.69  4.42  67 9999.0 999.0  22.0 999.0 99.0 99.00
2017 05 27 10 30 999 99.0 99.0  0.42  5.88  4.31  29 9999.0 999.0  22.0 999.0 99.0 99.00
2017 05 27 11 00 999 99.0 99.0  0.40  7.14  4.46  69 9999.0 999.0  22.0 999.0 99.0 99.00
2017 05 27 11 30 999 99.0 99.0  0.39  7.69  4.41  69 9999.0 999.0  22.0 999.0 99.0 99.00
2017 05 27 12 00 999 99.0 99.0  0.40  7.69  4.39  62 9999.0 999.0  22.0 999.0 99.0 99.00
2017 05 27 12 30 999 99.0 99.0  0.39  7.69  4.22  63 9999.0 999.0  22.1 999.0 99.0 99.00
2017 05 27 13 00 999 99.0 99.0  0.37  7.14  4.60  69 9999.0 999.0  22.2 999.0 99.0 99.00
2017 05 27 14 00 999 99.0 99.0  0.37  7.14  4.83  81 9999.0 999.0  22.7 999.0 99.0 99.00
2017 05 27 14 30 999 99.0 99.0  0.35  7.14  5.14  74 9999.0 999.0  22.9 999.0 99.0 99.00
2017 05 27 15 00 999 99.0 99.0  0.36  7.69  5.37  69 9999.0 999.0  22.9 999.0 99.0 99.00
2017 05 27 15 30 999 99.0 99.0  0.38  7.69  5.70  64 9999.0 999.0  23.0 999.0 99.0 99.00
2017 05 27 16 00 999 99.0 99.0  0.36  7.69  5.62  69 9999.0 999.0  23.1 999.0 99.0 99.00
2017 05 27 16 30 999 99.0 99.0  0.35  7.14  5.37  66 9999.0 999.0  23.3 999.0 99.0 99.00
2017 05 27 17 00 999 99.0 99.0  0.37  7.69  5.26  69 9999.0 999.0  23.1 999.0 99.0 99.00
2017 05 27 18 00 999 99.0 99.0  0.37  7.14  5.27  62 9999.0 999.0  23.2 999.0 99.0 99.00
2017 05 27 18 30 999 99.0 99.0  0.39  7.69  5.20  70 9999.0 999.0  23.7 999.0 99.0 99.00
2017 05 27 19 00 999 99.0 99.0  0.40  7.69  4.98  67 9999.0 999.0  23.9 999.0 99.0 99.00
2017 05 27 19 30 999 99.0 99.0  0.38  7.69  4.52  53 9999.0 999.0  24.3 999.0 99.0 99.00
2017 05 27 20 00 999 99.0 99.0  0.37  7.69  4.57  60 9999.0 999.0  24.3 999.0 99.0 99.00
2017 05 27 20 30 999 99.0 99.0  0.38  7.14  4.42  69 9999.0 999.0  24.5 999.0 99.0 99.00
2017 05 27 21 00 999 99.0 99.0  0.37  7.14  4.48  63 9999.0 999.0  24.4 999.0 99.0 99.00
2017 05 27 22 00 999 99.0 99.0  0.37  7.14  3.63  47 9999.0 999.0  24.7 999.0 99.0 99.00
2017 05 27 22 30 999 99.0 99.0  0.37  8.33  3.68  57 9999.0 999.0  25.3 999.0 99.0 99.00
2017 05 27 23 00 999 99.0 99.0  0.41  7.14  3.53  53 9999.0 999.0  24.6 999.0 99.0 99.00
2017 05 27 23 30 999 99.0 99.0  0.42  7.14  3.50  53 9999.0 999.0  24.3 999.0 99.0 99.00
2017 05 28 00 00 999 99.0 99.0  0.42  6.25  3.70  36 9999.0 999.0  25.0 999.0 99.0 99.00
2017 05 28 00 30 999 99.0 99.0  0.42  6.25  3.52  39 9999.0 999.0  25.5 999.0 99.0 99.00
2017 05 28 01 00 999 99.0 99.0  0.42  6.67  3.46  38 9999.0 999.0  25.8 999.0 99.0 99.00
2017 05 28 01 30 999 99.0 99.0  0.44  7.14  3.68  50 9999.0 999.0  26.3 999.0 99.0 99.00
2017 05 28 02 00 999 99.0 99.0  0.45  7.14  3.39  59 9999.0 999.0  26.5 999.0 99.0 99.00
2017 05 28 02 30 999 99.0 99.0  0.45  6.67  3.54  63 9999.0 999.0  26.6 999.0 99.0 99.00
2017 05 28 03 00 999 99.0 99.0  0.47  7.14  3.35  49 9999.0 999.0  26.6 999.0 99.0 99.00
2017 05 28 03 30 999 99.0 99.0  0.44  7.14  3.30  63 9999.0 999.0  26.7 999.0 99.0 99.00
2017 05 28 04 00 999 99.0 99.0  0.47  7.14  3.37  56 9999.0 999.0  26.7 999.0 99.0 99.00
2017 05 28 04 30 999 99.0 99.0  0.48  8.33  3.20  74 9999.0 999.0  26.8 999.0 99.0 99.00
2017 05 28 05 00 999 99.0 99.0  0.46  8.33  3.30  78 9999.0 999.0  26.6 999.0 99.0 99.00
2017 05 28 05 30 999 99.0 99.0  0.42  8.33  3.65  78 9999.0 999.0  26.5 999.0 99.0 99.00
2017 05 28 06 00 999 99.0 99.0  0.39  8.33  3.96  80 9999.0 999.0  26.4 999.0 99.0 99.00
2017 05 28 06 30 999 99.0 99.0  0.37  7.14  4.28  70 9999.0 999.0  26.2 999.0 99.0 99.00
2017 05 28 07 00 999 99.0 99.0  0.33  6.67  4.48  66 9999.0 999.0  26.2 999.0 99.0 99.00
2017 05 28 07 30 999 99.0 99.0  0.34  7.14  4.89  60 9999.0 999.0  26.0 999.0 99.0 99.00
2017 05 28 08 00 999 99.0 99.0  0.34  7.14  4.97  66 9999.0 999.0  25.7 999.0 99.0 99.00
2017 05 28 08 30 999 99.0 99.0  0.34  6.67  5.02  63 9999.0 999.0  25.5 999.0 99.0 99.00
2017 05 28 09 00 999 99.0 99.0  0.36  9.09  4.00  62 9999.0 999.0  25.4 999.0 99.0 99.00
2017 05 28 09 30 999 99.0 99.0  0.38  9.88  3.75  63 9999.0 999.0  25.3 999.0 99.0 99.00
2017 05 28 10 00 999 99.0 99.0  0.37  8.33  3.67  56 9999.0 999.0  25.2 999.0 99.0 99.00
2017 05 28 10 30 999 99.0 99.0  0.40  9.09  3.52  59 9999.0 999.0  25.1 999.0 99.0 99.00
2017 05 28 11 00 999 99.0 99.0  0.41  2.38  3.57 323 9999.0 999.0  24.9 999.0 99.0 99.00
2017 05 28 11 30 999 99.0 99.0  0.42  2.63  3.49 327 9999.0 999.0  24.8 999.0 99.0 99.00
2017 05 28 12 00 999 99.0 99.0  0.40  9.88  3.61  57 9999.0 999.0  24.7 999.0 99.0 99.00
2017 05 28 12 30 999 99.0 99.0  0.40  7.14  3.85  52 9999.0 999.0  24.7 999.0 99.0 99.00
